Timestamp,CPU,CPU MHz,module,event
2024-01-22 15:07:30,20,800.0,rigidbody,start
2024-01-22 15:07:30,21,2000.0,rigidbody,start
2024-01-22 15:07:30,22,2100.0,rigidbody,start
2024-01-22 15:07:30,23,800.0,rigidbody,start
2024-01-22 15:07:30,24,800.0,rigidbody,start
2024-01-22 15:07:30,25,800.0,rigidbody,start
2024-01-22 15:07:30,26,800.0,rigidbody,start
2024-01-22 15:07:30,27,800.0,rigidbody,start
2024-01-22 15:07:30,28,800.0,rigidbody,start
2024-01-22 15:07:30,29,800.0,rigidbody,start
2024-01-22 15:07:30,30,800.0,rigidbody,start
2024-01-22 15:07:30,31,800.0,rigidbody,start
2024-01-22 15:07:35,0,3200.0,rigidbody,start
2024-01-22 15:07:35,1,800.0,rigidbody,start
2024-01-22 15:07:35,2,800.0,rigidbody,start
2024-01-22 15:07:35,3,800.0,rigidbody,start
2024-01-22 15:07:35,4,3200.0,rigidbody,start
2024-01-22 15:07:35,5,800.0,rigidbody,start
2024-01-22 15:07:35,6,800.0,rigidbody,start
2024-01-22 15:07:35,7,1070.973,rigidbody,start
2024-01-22 15:07:35,8,800.0,rigidbody,start
2024-01-22 15:07:35,9,800.0,rigidbody,start
2024-01-22 15:07:35,10,800.0,rigidbody,start
2024-01-22 15:07:35,11,800.0,rigidbody,start
2024-01-22 15:07:35,12,800.0,rigidbody,start
2024-01-22 15:07:35,13,800.0,rigidbody,start
2024-01-22 15:07:35,14,800.0,rigidbody,start
2024-01-22 15:07:35,15,800.0,rigidbody,start
2024-01-22 15:07:35,16,800.0,rigidbody,start
2024-01-22 15:07:35,17,800.0,rigidbody,start
2024-01-22 15:07:35,18,2000.0,rigidbody,start
2024-01-22 15:07:35,19,800.0,rigidbody,start
2024-01-22 15:07:35,20,800.0,rigidbody,start
2024-01-22 15:07:35,21,2000.0,rigidbody,start
2024-01-22 15:07:35,22,800.0,rigidbody,start
2024-01-22 15:07:35,23,800.0,rigidbody,start
2024-01-22 15:07:35,24,800.0,rigidbody,start
2024-01-22 15:07:35,25,800.0,rigidbody,start
2024-01-22 15:07:35,26,800.0,rigidbody,start
2024-01-22 15:07:35,27,800.0,rigidbody,start
2024-01-22 15:07:35,28,800.0,rigidbody,start
2024-01-22 15:07:35,29,800.0,rigidbody,start
2024-01-22 15:07:35,30,800.0,rigidbody,start
2024-01-22 15:07:35,31,800.0,rigidbody,start
2024-01-22 15:07:40,0,1900.0,rigidbody,start
2024-01-22 15:07:40,1,800.0,rigidbody,start
2024-01-22 15:07:40,2,800.0,rigidbody,start
2024-01-22 15:07:40,3,800.0,rigidbody,start
2024-01-22 15:07:40,4,800.0,rigidbody,start
2024-01-22 15:07:40,5,800.0,rigidbody,start
2024-01-22 15:07:40,6,800.0,rigidbody,start
2024-01-22 15:07:40,7,938.29,rigidbody,start
2024-01-22 15:07:40,8,800.0,rigidbody,start
2024-01-22 15:07:40,9,800.006,rigidbody,start
2024-01-22 15:07:40,10,800.0,rigidbody,start
2024-01-22 15:07:40,11,800.0,rigidbody,start
2024-01-22 15:07:40,12,800.0,rigidbody,start
2024-01-22 15:07:40,13,800.0,rigidbody,start
2024-01-22 15:07:40,14,800.0,rigidbody,start
2024-01-22 15:07:40,15,800.0,rigidbody,start
2024-01-22 15:07:40,16,800.0,rigidbody,start
2024-01-22 15:07:40,17,800.0,rigidbody,start
2024-01-22 15:07:40,18,800.0,rigidbody,start
2024-01-22 15:07:40,19,800.0,rigidbody,start
2024-01-22 15:07:40,20,800.0,rigidbody,start
2024-01-22 15:07:40,21,2000.0,rigidbody,start
2024-01-22 15:07:40,22,800.0,rigidbody,start
2024-01-22 15:07:40,23,800.0,rigidbody,start
2024-01-22 15:07:40,24,800.0,rigidbody,start
2024-01-22 15:07:40,25,800.0,rigidbody,start
2024-01-22 15:07:40,26,800.0,rigidbody,start
2024-01-22 15:07:40,27,800.0,rigidbody,start
2024-01-22 15:07:40,28,800.0,rigidbody,start
2024-01-22 15:07:40,29,800.0,rigidbody,start
2024-01-22 15:07:40,30,800.0,rigidbody,start
2024-01-22 15:07:40,31,800.0,rigidbody,start
2024-01-22 15:07:45,0,1900.0,rigidbody,start
2024-01-22 15:07:45,1,800.0,rigidbody,start
2024-01-22 15:07:45,2,800.0,rigidbody,start
2024-01-22 15:07:45,3,800.0,rigidbody,start
2024-01-22 15:07:45,4,800.0,rigidbody,start
2024-01-22 15:07:45,5,800.0,rigidbody,start
2024-01-22 15:07:45,6,800.0,rigidbody,start
2024-01-22 15:07:45,7,1055.241,rigidbody,start
2024-01-22 15:07:45,8,800.0,rigidbody,start
2024-01-22 15:07:45,9,800.0,rigidbody,start
2024-01-22 15:07:45,10,800.0,rigidbody,start
2024-01-22 15:07:45,11,800.0,rigidbody,start
2024-01-22 15:07:45,12,800.0,rigidbody,start
2024-01-22 15:07:45,13,800.0,rigidbody,start
2024-01-22 15:07:45,14,800.0,rigidbody,start
2024-01-22 15:07:45,15,800.0,rigidbody,start
2024-01-22 15:07:45,16,800.0,rigidbody,start
2024-01-22 15:07:45,17,800.0,rigidbody,start
2024-01-22 15:07:45,18,2100.0,rigidbody,start
2024-01-22 15:07:45,19,800.0,rigidbody,start
2024-01-22 15:07:45,20,800.0,rigidbody,start
2024-01-22 15:07:45,21,2100.0,rigidbody,start
2024-01-22 15:07:45,22,1900.0,rigidbody,start
2024-01-22 15:07:45,23,800.0,rigidbody,start
2024-01-22 15:07:45,24,800.0,rigidbody,start
2024-01-22 15:07:45,25,800.0,rigidbody,start
2024-01-22 15:07:45,26,800.0,rigidbody,start
2024-01-22 15:07:45,27,800.0,rigidbody,start
2024-01-22 15:07:45,28,2100.0,rigidbody,start
2024-01-22 15:07:45,29,800.0,rigidbody,start
2024-01-22 15:07:45,30,800.0,rigidbody,start
2024-01-22 15:07:45,31,800.0,rigidbody,start
2024-01-22 15:07:50,0,800.0,rigidbody,start
2024-01-22 15:07:50,1,2100.0,rigidbody,start
2024-01-22 15:07:50,2,800.0,rigidbody,start
2024-01-22 15:07:50,3,800.0,rigidbody,start
2024-01-22 15:07:50,4,800.0,rigidbody,start
2024-01-22 15:07:50,5,800.0,rigidbody,start
2024-01-22 15:07:50,6,800.0,rigidbody,start
2024-01-22 15:07:50,7,1426.303,rigidbody,start
2024-01-22 15:07:50,8,800.0,rigidbody,start
2024-01-22 15:07:50,9,800.0,rigidbody,start
2024-01-22 15:07:50,10,800.0,rigidbody,start
2024-01-22 15:07:50,11,800.0,rigidbody,start
2024-01-22 15:07:50,12,800.0,rigidbody,start
2024-01-22 15:07:50,13,800.0,rigidbody,start
2024-01-22 15:07:50,14,800.0,rigidbody,start
2024-01-22 15:07:50,15,800.0,rigidbody,start
2024-01-22 15:07:50,16,800.0,rigidbody,start
2024-01-22 15:07:50,17,800.0,rigidbody,start
2024-01-22 15:07:50,18,800.0,rigidbody,start
2024-01-22 15:07:50,19,800.0,rigidbody,start
2024-01-22 15:07:50,20,800.0,rigidbody,start
2024-01-22 15:07:50,21,2000.0,rigidbody,start
2024-01-22 15:07:50,22,800.0,rigidbody,start
2024-01-22 15:07:50,23,800.0,rigidbody,start
2024-01-22 15:07:50,24,800.0,rigidbody,start
2024-01-22 15:07:50,25,800.0,rigidbody,start
2024-01-22 15:07:50,26,800.0,rigidbody,start
2024-01-22 15:07:50,27,800.0,rigidbody,start
2024-01-22 15:07:50,28,800.0,rigidbody,start
2024-01-22 15:07:50,29,800.0,rigidbody,start
2024-01-22 15:07:50,30,800.0,rigidbody,start
2024-01-22 15:07:50,31,800.0,rigidbody,start
2024-01-22 15:07:55,0,2100.0,rigidbody,start
2024-01-22 15:07:55,1,800.0,rigidbody,start
2024-01-22 15:07:55,2,800.0,rigidbody,start
2024-01-22 15:07:55,3,800.0,rigidbody,start
2024-01-22 15:07:55,4,800.0,rigidbody,start
2024-01-22 15:07:55,5,800.0,rigidbody,start
2024-01-22 15:07:55,6,800.0,rigidbody,start
2024-01-22 15:07:55,7,800.0,rigidbody,start
2024-01-22 15:07:55,8,800.0,rigidbody,start
2024-01-22 15:07:55,9,800.0,rigidbody,start
2024-01-22 15:07:55,10,800.0,rigidbody,start
2024-01-22 15:07:55,11,800.0,rigidbody,start
2024-01-22 15:07:55,12,800.0,rigidbody,start
2024-01-22 15:07:55,13,800.0,rigidbody,start
2024-01-22 15:07:55,14,800.0,rigidbody,start
2024-01-22 15:07:55,15,800.0,rigidbody,start
2024-01-22 15:07:55,16,800.0,rigidbody,start
2024-01-22 15:07:55,17,800.0,rigidbody,start
2024-01-22 15:07:55,18,800.0,rigidbody,start
2024-01-22 15:07:55,19,800.0,rigidbody,start
2024-01-22 15:07:55,20,800.0,rigidbody,start
2024-01-22 15:07:55,21,2000.0,rigidbody,start
2024-01-22 15:07:55,22,2000.0,rigidbody,start
2024-01-22 15:07:55,23,1711.333,rigidbody,start
2024-01-22 15:07:55,24,800.0,rigidbody,start
2024-01-22 15:07:55,25,800.0,rigidbody,start
2024-01-22 15:07:55,26,800.0,rigidbody,start
2024-01-22 15:07:55,27,800.0,rigidbody,start
2024-01-22 15:07:55,28,2000.0,rigidbody,start
2024-01-22 15:07:55,29,800.0,rigidbody,start
2024-01-22 15:07:55,30,800.0,rigidbody,start
2024-01-22 15:07:55,31,800.0,rigidbody,start
2024-01-22 15:08:00,0,2000.0,rigidbody,start
2024-01-22 15:08:00,1,800.0,rigidbody,start
2024-01-22 15:08:00,2,800.0,rigidbody,start
2024-01-22 15:08:00,3,800.0,rigidbody,start
2024-01-22 15:08:00,4,800.0,rigidbody,start
2024-01-22 15:08:00,5,800.0,rigidbody,start
2024-01-22 15:08:00,6,800.0,rigidbody,start
2024-01-22 15:08:00,7,918.479,rigidbody,start
2024-01-22 15:08:00,8,800.0,rigidbody,start
2024-01-22 15:08:00,9,800.0,rigidbody,start
2024-01-22 15:08:00,10,800.0,rigidbody,start
2024-01-22 15:08:00,11,800.0,rigidbody,start
2024-01-22 15:08:00,12,800.0,rigidbody,start
2024-01-22 15:08:00,13,800.0,rigidbody,start
2024-01-22 15:08:00,14,800.0,rigidbody,start
2024-01-22 15:08:00,15,800.0,rigidbody,start
2024-01-22 15:08:00,16,800.0,rigidbody,start
2024-01-22 15:08:00,17,800.0,rigidbody,start
2024-01-22 15:08:00,18,800.0,rigidbody,start
2024-01-22 15:08:00,19,800.0,rigidbody,start
2024-01-22 15:08:00,20,800.0,rigidbody,start
2024-01-22 15:08:00,21,2000.0,rigidbody,start
2024-01-22 15:08:00,22,2100.0,rigidbody,start
2024-01-22 15:08:00,23,800.0,rigidbody,start
2024-01-22 15:08:00,24,800.0,rigidbody,start
2024-01-22 15:08:00,25,800.0,rigidbody,start
2024-01-22 15:08:00,26,800.0,rigidbody,start
2024-01-22 15:08:00,27,800.0,rigidbody,start
2024-01-22 15:08:00,28,800.0,rigidbody,start
2024-01-22 15:08:00,29,800.0,rigidbody,start
2024-01-22 15:08:00,30,800.0,rigidbody,start
2024-01-22 15:08:00,31,800.0,rigidbody,start
2024-01-22 15:08:05,0,2100.0,rigidbody,start
2024-01-22 15:08:05,1,800.0,rigidbody,start
2024-01-22 15:08:05,2,800.0,rigidbody,start
2024-01-22 15:08:05,3,823.32,rigidbody,start
2024-01-22 15:08:05,4,800.0,rigidbody,start
2024-01-22 15:08:05,5,800.0,rigidbody,start
