Linux 5.15.0-87-generic (gl6) 	01/31/2024 	_x86_64_	(32 CPU)

02:12:47 PM kbmemfree   kbavail kbmemused  %memused kbbuffers  kbcached  kbcommit   %commit  kbactive   kbinact   kbdirty  kbanonpg    kbslab  kbkstack   kbpgtbl  kbvmused
02:29:17 PM  48542652 388159124   2643384      0.67   4006840 325665444 176579824     43.79 150239576 180680776      9196   1276348  14000820      9456     32604    302088
02:29:22 PM  48494584 388112220   2690228      0.68   4006840 325666560 189602508     47.02 150239792 180744028      8560   1338584  14000928      9456     33604    302064
02:29:27 PM  48592100 388212396   2589680      0.66   4006840 325669216 189029084     46.88 150239948 180725836      7888   1318336  14001304      9456     33376    302080
02:29:32 PM  48574308 388195416   2606572      0.66   4006840 325670020 189294380     46.94 150240052 180738468      7708   1330184  14001400      9440     33300    302080
02:29:37 PM  48537744 388160192   2641808      0.67   4006840 325671348 192624672     47.77 150240152 180763332      8764   1353700  14001400      9456     33916    302064
02:29:42 PM  48603832 388229196   2572772      0.65   4006840 325674264 186098504     46.15 150240312 180692792      8700   1277008  14001432      9456     32936    302000
02:29:47 PM  48559612 388185040   2617212      0.66   4006840 325674296 189023948     46.88 150240404 180734748      9148   1322420  14001180      9472     33908    302016
02:29:52 PM  48577120 388205104   2597320      0.66   4006840 325676852 185602580     46.03 150240516 180715132      7728   1300292  14001008      9472     33224    302016
02:29:57 PM  48591176 388221256   2582408      0.65   4006840 325678944 189143740     46.91 150240808 180741828      8732   1325180  13999772      9488     33492    301992
02:30:02 PM  48548288 388179472   2624448      0.66   4006840 325680020 192825848     47.82 150240924 180762856      8856   1345368  13999544      9472     33800    301984
02:30:07 PM  48537724 388170772   2633068      0.67   4006840 325681868 193038260     47.87 150241052 180770996      9008   1351984  13999640      9472     33912    302000
02:30:12 PM  48567816 388202684   2601044      0.66   4006840 325683672 186115912     46.15 150241076 180721412      8496   1300468  13999768      9472     33236    302000
02:30:17 PM  48554664 388190660   2613232      0.66   4006840 325684800 189811208     47.07 150241212 180755852      8648   1332236  13999604      9456     32972    302016
02:30:22 PM  48569280 388207576   2596028      0.66   4006840 325687112 186314332     46.20 150241432 180716044      8488   1291464  13999880      9472     32844    301984
02:30:27 PM  48602952 388245188   2558708      0.65   4006840 325691008 181021864     44.89 150241528 180686708      6848   1257856  13999632      9456     32384    301984
02:30:32 PM  48508480 388150600   2653772      0.67   4006840 325690992 187095832     46.40 150241792 180750832      8476   1323252  13999056      9488     33368    302056
02:30:37 PM  48487528 388130840   2673316      0.68   4006840 325692192 186690940     46.30 150241868 180750232      8288   1321580  13999264      9488     33592    302040
02:30:42 PM  48474976 388120292   2683160      0.68   4006840 325694188 185797056     46.08 150241988 180725288      8828   1293856  13999976      9456     32796    302080
02:30:47 PM  48480736 388127392   2675640      0.68   4006840 325695528 188925080     46.85 150242108 180746932      9344   1314484  14000396      9472     33348    302080
02:30:52 PM  48524424 388171764   2631428      0.67   4006840 325696280 186481052     46.24 150242196 180758104      7996   1325796  14000168      9456     33124    302112
02:30:57 PM  48525320 388174972   2628408      0.67   4006840 325698488 188720620     46.80 150242328 180752180      8728   1317292  14000084      9472     33332    302128
02:31:02 PM  48599264 388251912   2551508      0.65   4006840 325701484 185030252     45.89 150242552 180729036      8064   1291256  14000044      9472     32816    302128
02:31:07 PM  48576072 388229516   2573896      0.65   4006840 325702248 192240496     47.67 150242768 180780840      8572   1342368  14000084      9472     33828    302096
02:31:12 PM  48626612 388281956   2521468      0.64   4006840 325704148 185703564     46.05 150242840 180741032      9488   1301280  14000072      9472     33396    302048
02:31:17 PM  48541564 388198552   2605456      0.66   4006840 325705728 187302364     46.45 150242992 180787516      8552   1345828  13999552      9440     33616    302048
02:31:22 PM  48541528 388199180   2604868      0.66   4006840 325706360 192829476     47.82 150243060 180793104      9284   1350844  13999544      9472     34000    302032
02:31:27 PM  48545620 388205532   2598368      0.66   4006840 325708644 183086432     45.40 150243168 180749468      8836   1305552  13999668      9456     33136    302096
02:31:32 PM  48478476 388139704   2663560      0.67   4006840 325709884 192719564     47.79 150243388 180786076      8740   1341240  14000380      9472     33520    302144
02:31:37 PM  48497856 388161380   2641720      0.67   4006840 325712144 192208736     47.67 150243552 180791924      8984   1344908  14000580      9472     33744    302112
02:31:42 PM  48502332 388166792   2635828      0.67   4006840 325713040 189506316     47.00 150243668 180796492      8480   1347816  14001100      9456     33640    302120
02:31:47 PM  48545332 388212820   2590216      0.66   4006840 325716068 185811860     46.08 150243784 180773260      9360   1322552  14000684      9456     33296    302080
02:31:52 PM  48522480 388190084   2613300      0.66   4006840 325716216 192522180     47.74 150243884 180800940      8656   1349640  14000304      9504     33724    302064
02:31:57 PM  48501924 388171496   2631460      0.67   4006840 325718220 183748332     45.57 150244000 180786912      9808   1334264  14000696      9504     33472    302120
02:32:02 PM  48464860 388136468   2665836      0.68   4006840 325720256 189406484     46.97 150244200 180805404      9824   1350952  14001348      9472     33844    302144
02:32:07 PM  48557772 388231492   2570340      0.65   4006840 325722372 185900760     46.10 150244300 180749552      7968   1293024  14001816      9456     32748    302160
02:32:12 PM  48507440 388182264   2619196      0.66   4006840 325723500 188521452     46.75 150244416 180781352      8468   1323756  14002164      9472     33448    302160
02:32:17 PM  48466520 388142696   2658184      0.67   4006840 325724844 189813732     47.07 150244608 180808500      8040   1348980  14002752      9488     33760    302192
02:32:22 PM  48443704 388121704   2679132      0.68   4006840 325726612 192836496     47.82 150244736 180818316      8468   1358076  14002852      9472     33952    302208
02:32:27 PM  48463676 388144068   2656828      0.67   4006840 325728992 192530292     47.74 150244876 180823540      9332   1361068  14002804      9440     33956    302240
02:32:32 PM  48487208 388169252   2631212      0.67   4006840 325730628 189705976     47.04 150245084 180808284      8132   1343832  14003252      9440     33288    302240
02:32:37 PM  48497680 388181388   2619152      0.66   4006840 325732256 186687436     46.30 150245248 180800880      8088   1334952  14003212      9424     32900    302256
02:32:42 PM  48475368 388160700   2639928      0.67   4006840 325733880 192622532     47.77 150245356 180815764      9292   1348444  14003124      9456     33904    302272
02:32:47 PM  48448556 388135360   2665736      0.68   4006840 325735360 192834620     47.82 150245460 180827156      9372   1358264  14002648      9456     33964    302256
02:32:52 PM  48499980 388190132   2611436      0.66   4006840 325738700 179404752     44.49 150245552 180754028      8924   1282844  14002184      9488     32400    302200
02:32:57 PM  48441544 388132516   2669280      0.68   4006840 325739488 192223152     47.67 150245788 180825168      9156   1353032  14001988      9488     34100    302136
02:33:02 PM  48469476 388161016   2640672      0.67   4006840 325740056 189401284     46.97 150245836 180822960      8000   1350268  14002096      9456     33564    302144
02:33:07 PM  48513736 388208536   2593204      0.66   4006840 325743320 185020752     45.88 150246016 180759640      8440   1283464  14002040      9440     32884    302160
02:33:12 PM  48475428 388171200   2630768      0.67   4006840 325744256 192216428     47.67 150246172 180827680      8804   1351180  14001848      9440     33960    302144
02:33:17 PM  48481784 388178504   2623392      0.66   4006840 325745208 186896268     46.35 150246260 180802268      9124   1325312  14001916      9440     33448    302104
02:33:22 PM  48476136 388174264   2627852      0.67   4006840 325746564 189704084     47.04 150246356 180805432      8876   1326812  14001748      9408     33940    302080
02:33:27 PM  48466712 388167760   2634560      0.67   4006840 325749440 185805836     46.08 150246496 180802244      7772   1320304  14001588      9424     33828    302064
02:33:32 PM  48457788 388160472   2641868      0.67   4006840 325750944 186008080     46.13 150246668 180795828      8508   1312192  14001700      9408     33420    302096
02:33:37 PM  48445992 388150000   2652440      0.67   4006840 325752192 192318276     47.69 150246852 180830616      8536   1347976  14001676      9408     33660    302096
02:33:42 PM  48462276 388168280   2633936      0.67   4006840 325754136 189916164     47.10 150247008 180834608      8624   1349068  14001952      9408     33308    302048
02:33:47 PM  48499740 388208352   2593944      0.66   4006840 325756660 185019980     45.88 150247084 180771208      8572   1283212  14001956      9408     32824    302048
02:33:52 PM  48439464 388148020   2654192      0.67   4006840 325756596 192869904     47.83 150247204 180847400      8948   1359508  14002048      9408     33876    302096
02:33:57 PM  48436140 388147628   2655216      0.67   4006840 325759544 192523664     47.74 150247416 180841036      9272   1350972  14001400      9424     33912    302080
02:34:02 PM  48451436 388164376   2638332      0.67   4006840 325760828 192317832     47.69 150247584 180839572      8504   1348532  14001704      9424     33880    302032
02:34:07 PM  48425508 388140736   2662008      0.67   4006840 325763080 192523172     47.74 150247756 180848428      7580   1354784  14001704      9424     33884    302048
02:34:12 PM  48424796 388140888   2661876      0.67   4006840 325764048 192625188     47.77 150247860 180842184      8688   1347592  14001580      9424     33900    302080
02:34:17 PM  48395452 388112764   2690048      0.68   4006840 325765284 192839132     47.82 150247940 180856316      8804   1360364  14001516      9456     34036    302120
02:34:22 PM  48441876 388160712   2641752      0.67   4006840 325766832 188449368     46.73 150248012 180825588      8932   1327952  14001840      9424     33512    302152
02:34:27 PM  48460804 388183484   2618744      0.66   4006840 325770620 179194584     44.44 150248320 180779828      9044   1279240  14002132      9408     33860    302064
02:34:32 PM  48437304 388161108   2640724      0.67   4006840 325771716 186589644     46.27 150248468 180814112      8592   1312436  14002556      9408     33484    302064
02:34:37 PM  48388256 388113904   2687456      0.68   4006840 325773560 192320624     47.69 150248600 180861788      9416   1357792  14003028      9424     33888    302096
