Linux 5.15.0-87-generic (gl6) 	01/31/2024 	_x86_64_	(32 CPU)

02:12:47 PM kbmemfree   kbavail kbmemused  %memused kbbuffers  kbcached  kbcommit   %commit  kbactive   kbinact   kbdirty  kbanonpg    kbslab  kbkstack   kbpgtbl  kbvmused
04:03:47 PM  47260276 388165752   2639868      0.67   4006268 326938204 189673980     47.04 150369900 181905688      9376   1359624  14014524      9360     33596    301928
04:03:52 PM  47267044 388173316   2632188      0.67   4006268 326938952 189778412     47.06 150369972 181899048      9280   1351840  14014688      9328     33100    301912
04:03:57 PM  47266880 388175848   2629720      0.67   4006268 326941660 183133280     45.41 150370120 181884168      8920   1334868  14014612      9360     33276    301896
04:04:02 PM  47243072 388153092   2652648      0.67   4006268 326942764 191768116     47.56 150370332 181909252      8936   1359396  14014388      9328     33208    301880
04:04:07 PM  47235144 388146484   2659256      0.67   4006268 326944088 192285496     47.68 150370404 181919408      8536   1367400  14014384      9360     33720    301912
04:04:12 PM  47285456 388199360   2606368      0.66   4006268 326946616 180409724     44.74 150370620 181873416      6896   1320320  14014432      9328     32380    301960
04:04:17 PM  47279332 388194720   2610992      0.66   4006268 326948100 192180112     47.66 150370784 181921100      9024   1365308  14014448      9360     33716    301960
04:04:22 PM  47277200 388195300   2609972      0.66   4006268 326950816 190087500     47.14 150370936 181926208      9372   1368300  14014884      9344     33224    301960
04:04:27 PM  47295032 388214300   2590536      0.66   4006268 326951980 189780648     47.06 150371052 181921800      8508   1362552  14015324      9344     32944    301960
04:04:32 PM  47256260 388176760   2628344      0.67   4006268 326953148 189779748     47.06 150371176 181924888      9368   1365008  14015120      9360     33228    301992
04:04:37 PM  47240296 388161768   2643060      0.67   4006268 326954120 189669940     47.04 150371284 181915168      8840   1353412  14015396      9344     32956    302040
04:04:42 PM  47248392 388171824   2632508      0.67   4006268 326956108 193009176     47.86 150371440 181930620      8764   1368204  14015864      9376     33800    302048
04:04:47 PM  47304488 388230820   2573444      0.65   4006268 326958980 181299144     44.96 150371500 181842152      7896   1276764  14015960      9392     32940    302080
04:04:52 PM  47270180 388197076   2607724      0.66   4006268 326959548 182484924     45.25 150371636 181867092      8272   1301832  14015420      9376     33360    302024
04:04:57 PM  47213612 388142200   2662860      0.67   4006268 326961208 192492960     47.74 150371820 181934956      7688   1367800  14015192      9360     33404    302072
04:05:02 PM  47233612 388165768   2639008      0.67   4006268 326964792 182379928     45.23 150372032 181853464      8568   1282260  14015460      9344     32356    302056
04:05:07 PM  47160728 388092892   2711936      0.69   4006268 326964748 192692320     47.79 150372148 181939740      8580   1368900  14015460      9360     33756    302040
04:05:12 PM  47167280 388100768   2704116      0.68   4006268 326966072 188274924     46.69 150372216 181898596      8528   1326964  14015404      9360     33232    302008
04:05:17 PM  47185756 388121004   2684096      0.68   4006268 326967800 189098192     46.89 150372344 181910764      9544   1337416  14015220      9360     33812    301976
04:05:22 PM  47179000 388115568   2689124      0.68   4006268 326969124 192287216     47.68 150372472 181943080      8524   1368596  14015624      9360     33748    302008
04:05:27 PM  47156016 388095864   2709204      0.69   4006268 326972400 189576980     47.01 150372644 181947412      8788   1369908  14015252      9360     33812    301944
04:05:32 PM  47196168 388136132   2668944      0.68   4006268 326972484 183839580     45.59 150372768 181915212      7556   1337784  14015276      9328     32668    301928
04:05:37 PM  47183140 388124772   2680256      0.68   4006268 326974120 192898440     47.84 150372912 181944860      7584   1365456  14015356      9360     33724    301928
04:05:42 PM  47261800 388206048   2598756      0.66   4006268 326976656 182747344     45.32 150373032 181865512      8588   1284028  14015660      9344     32036    301880
04:05:47 PM  47213264 388158280   2646648      0.67   4006268 326977440 192381816     47.71 150373164 181946088      8140   1363468  14015520      9344     33172    301864
04:05:52 PM  47214720 388161812   2642660      0.67   4006268 326979520 188377632     46.72 150373300 181916900      7792   1332456  14015972      9360     33500    301832
04:05:57 PM  47189780 388138456   2666304      0.68   4006268 326981100 192594992     47.76 150373500 181956416      8268   1370544  14015688      9344     33728    301864
04:06:02 PM  47291356 388242896   2561728      0.65   4006268 326983964 178482348     44.26 150373596 181839256      7404   1251124  14015824      9328     31812    301880
04:06:07 PM  47193684 388145432   2658592      0.67   4006268 326984176 192190400     47.66 150373752 181957960      8516   1370076  14016420      9344     33772    301912
04:06:12 PM  47221984 388175464   2629392      0.67   4006268 326985876 192386848     47.71 150373884 181958932      8708   1367984  14015620      9344     33804    301880
04:06:17 PM  47226436 388181952   2622708      0.66   4006268 326987844 186184728     46.17 150374008 181912484      8836   1320184  14015884      9360     33412    301880
04:06:22 PM  47165136 388122140   2682388      0.68   4006268 326989344 187001844     46.37 150374136 181959332      8624   1366288  14016004      9328     33132    301864
04:06:27 PM  47156492 388115172   2688924      0.68   4006268 326990912 192387788     47.71 150374288 181962148      8664   1367348  14016544      9344     32976    301880
04:06:32 PM  47161972 388122676   2680412      0.68   4006268 326992904 189575460     47.01 150374476 181960360      8964   1364212  14017584      9344     33548    301864
04:06:37 PM  47157456 388119576   2683392      0.68   4006268 326994324 189574548     47.01 150374588 181950180      8992   1352636  14017700      9376     34152    301912
04:06:42 PM  47167972 388131684   2671748      0.68   4006268 326995924 192904780     47.84 150374720 181972280      8468   1373300  14017228      9360     33796    301912
04:06:47 PM  47182176 388149640   2654088      0.67   4006268 326999636 185571920     46.02 150374800 181924048     10408   1321880  14016972      9360     33508    301944
04:06:52 PM  47154200 388121352   2682952      0.68   4006268 326999096 189681084     47.04 150374988 181965208      9100   1363332  14016624      9344     33432    301928
04:06:57 PM  47161596 388129836   2675008      0.68   4006268 327000184 192182216     47.66 150375064 181970748      8664   1367364  14016084      9344     33276    301880
04:07:02 PM  47268992 388240452   2564536      0.65   4006268 327003416 182755124     45.32 150375240 181917292      9732   1311876  14015928      9328     32640    301864
04:07:07 PM  47186088 388158228   2646124      0.67   4006268 327004000 192591728     47.76 150375396 181973340      8572   1366824  14016660      9328     33464    301848
04:07:12 PM  47202076 388176744   2627932      0.67   4006268 327006452 186859492     46.34 150375544 181973152      8720   1364308  14016412      9328     33252    301832
04:07:17 PM  47194924 388170364   2634280      0.67   4006268 327007224 189207188     46.92 150375660 181951100      9420   1342072  14016444      9328     33788    301864
04:07:22 PM  47232220 388210808   2593848      0.66   4006268 327010404 181871248     45.10 150375732 181897732      8080   1285528  14016400      9312     32712    301864
04:07:27 PM  47176504 388155584   2649548      0.67   4006268 327010920 193004800     47.86 150375980 181982232      9232   1369556  14015900      9328     33752    301880
04:07:32 PM  47192288 388172968   2632076      0.67   4006268 327012496 192692248     47.79 150376104 181978448      8316   1364300  14016012      9344     33760    301864
04:07:37 PM  47142756 388125160   2679596      0.68   4006268 327014220 192393988     47.71 150376236 181989104      8848   1373472  14016300      9328     33812    301880
04:07:42 PM  47184860 388169556   2635416      0.67   4006392 327016360 188693348     46.79 150376428 181960796      8416   1341824  14016112      9328     33164    301848
04:07:47 PM  47196364 388182624   2622796      0.66   4006392 327017956 185874192     46.09 150376616 181944888      8300   1324936  14015632      9328     32236    301784
04:07:52 PM  47158452 388146796   2658656      0.67   4007032 327019332 189370624     46.96 150377772 181970876      9340   1350816  14015668      9328     33304    301752
04:07:57 PM  47158352 388149040   2655580      0.67   4007032 327021692 192278772     47.68 150378180 181981604      8476   1359500  14016484      9344     33172    301784
04:08:02 PM  47157508 388149824   2654996      0.67   4007032 327023256 192897052     47.84 150378352 181990632      8752   1366656  14016348      9344     33668    301800
04:08:07 PM  47189596 388183656   2621228      0.66   4007032 327024984 188284448     46.69 150378392 181965948      8104   1340692  14016300      9328     33092    301784
04:08:12 PM  47170492 388166008   2638464      0.67   4007032 327026376 192081932     47.63 150378592 181993784      9072   1366812  14016776      9344     33728    301816
04:08:17 PM  47159148 388156772   2648784      0.67   4007032 327028456 189595732     47.02 150378768 181980600      7712   1351304  14015720      9296     32584    301864
04:08:22 PM  47146192 388146188   2659664      0.67   4007032 327030824 192488672     47.73 150378900 181999724      9156   1368324  14015428      9328     33672    301880
04:08:27 PM  47122272 388123112   2682648      0.68   4007032 327031668 192485148     47.73 150379008 181995428      8992   1363464  14015520      9344     33716    301832
04:08:32 PM  47143252 388145820   2660220      0.67   4007032 327033364 189156520     46.91 150379172 181988292      7880   1355484  14015272      9328     32844    301816
04:08:37 PM  47182496 388187528   2618380      0.66   4007032 327035832 185772172     46.07 150379324 181955348      9212   1320376  14015400      9296     32636    301848
04:08:42 PM  47158836 388165728   2640052      0.67   4007032 327037624 189877124     47.09 150379488 181988884      8352   1352360  14015596      9344     33184    301880
04:08:47 PM  47189776 388197736   2608136      0.66   4007032 327038696 189876700     47.09 150379588 182001508      8456   1363216  14015500      9344     33304    301880
04:08:52 PM  47231428 388241744   2564204      0.65   4007032 327041016 185939424     46.11 150379740 181969132      7996   1329332  14015460      9328     32624    301864
04:08:57 PM  47203192 388214976   2590676      0.66   4007032 327042516 188898432     46.84 150379868 181981344      9036   1339452  14015724      9360     33068    301880
04:09:02 PM  47162308 388175484   2629736      0.67   4007032 327043980 192586068     47.76 150380024 182004948      7988   1362432  14016084      9328     33680    301864
04:09:07 PM  47167692 388182892   2622272      0.66   4007032 327045936 192492896     47.74 150380128 182015572      8388   1371136  14016208      9312     33256    301848
04:09:12 PM  47174844 388191264   2613708      0.66   4007032 327047160 185804540     46.08 150380288 181984568      8100   1339192  14016396      9312     33136    301880
04:09:17 PM  47154056 388172592   2632496      0.67   4007032 327049272 186563736     46.27 150380476 182001092      8616   1353384  14016284      9360     34244    301920
04:09:22 PM  47167060 388187696   2617596      0.66   4007032 327051304 188798896     46.82 150380564 181990068      8652   1340604  14016148      9360     33436    301936
04:09:27 PM  47124880 388146496   2658612      0.67   4007032 327052288 185425152     45.98 150380684 181971176      8168   1320996  14016328      9344     33048    301912
04:09:32 PM  47150992 388174476   2630152      0.67   4007032 327054100 188786032     46.82 150380844 181984552      8600   1332732  14016864      9344     33284    301896
04:09:37 PM  47091624 388117188   2687960      0.68   4007032 327056072 192795248     47.81 150381052 182021860      8712   1367360  14016452      9344     33808    301912
04:09:42 PM  47166044 388193752   2610952      0.66   4007032 327058148 188280936     46.69 150381180 181991160      9288   1335196  14016964      9344     33268    301880
04:09:47 PM  47121608 388150840   2653860      0.67   4007032 327059612 192490368     47.74 150381332 182025144      9400   1368232  14017028      9344     33764    301864
04:09:52 PM  47097128 388127132   2677576      0.68   4007032 327060384 192698716     47.79 150381404 182030536      8828   1372612  14017020      9344     33512    301848
04:09:57 PM  47085916 388117868   2686388      0.68   4007032 327062332 189472180     46.99 150381476 182031936      9468   1372056  14017472      9328     33220    301896
04:10:02 PM  47093096 388127032   2677428      0.68   4007032 327064140 189877876     47.09 150381692 182024240      8560   1362680  14017444      9344     33036    301912
04:10:07 PM  47084600 388119848   2684668      0.68   4007032 327065372 192906532     47.84 150381808 182040400      7572   1378700  14017468      9360     33648    301880
04:10:12 PM  47114216 388151740   2652768      0.67   4007032 327067584 189782032     47.06 150381948 182034984      7692   1369716  14017540      9344     33212    301880
04:10:17 PM  47161388 388200828   2603092      0.66   4007032 327069952 188780960     46.82 150382088 181991288      7712   1325260  14017676      9344     32964    301848
04:10:22 PM  47111304 388151600   2652400      0.67   4007032 327070392 192799120     47.81 150382244 182036412      8712   1368804  14018012      9360     33708    301864
04:10:27 PM  47124916 388166704   2637400      0.67   4007032 327071852 192767924     47.80 150382344 182038764      9056   1370208  14017940      9360     33744    301880
04:10:32 PM  47111056 388154024   2650408      0.67   4007032 327073000 192798572     47.81 150382412 182041580      8336   1372468  14017644      9360     33716    301864
04:10:37 PM  47111980 388156836   2647196      0.67   4007032 327074952 189066940     46.89 150382552 182046104      8292   1375056  14017980      9360     33200    301928
04:10:42 PM  47169484 388217040   2587076      0.66   4007032 327077616 186070908     46.14 150382728 181977460      8488   1303884  14017932      9344     32684    301928
04:10:47 PM  47116940 388165352   2638496      0.67   4007032 327078440 189605304     47.02 150382836 182023792      9416   1349068  14018232      9344     33244    301928
04:10:52 PM  47112316 388162692   2640856      0.67   4007032 327080384 191768048     47.56 150383040 182039688      8232   1363336  14018552      9360     33380    301912
04:10:57 PM  47104368 388156120   2647500      0.67   4007032 327081752 192692848     47.79 150383180 182044380      8896   1366860  14018488      9360     33692    301928
04:11:02 PM  47140436 388193856   2610192      0.66   4007032 327083444 185764088     46.07 150383244 181988116      8800   1309900  14018036      9344     32728    301912
04:11:07 PM  47089116 388143556   2660772      0.67   4007032 327084440 192290600     47.69 150383376 182055624      9696   1376492  14017780      9360     33664    301912
04:11:12 PM  47050816 388108148   2696728      0.68   4007032 327087296 189985580     47.11 150383608 182049428      9268   1367848  14017268      9360     33252    301912
04:11:17 PM  47090832 388149272   2655452      0.67   4007032 327088404 189675056     47.04 150383684 182034520      9000   1350868  14017420      9344     33216    301864
04:11:22 PM  47094280 388154836   2650152      0.67   4007032 327090532 185458440     45.99 150383824 182012316      8768   1327080  14017144      9344     32548    301880
04:11:27 PM  47127740 388189860   2614824      0.66   4007032 327092072 183267744     45.45 150383964 182019160      8672   1332392  14017472      9344     32560    301848
04:11:32 PM  47077704 388141108   2663496      0.67   4007032 327093332 192497108     47.74 150384120 182064676      8532   1377104  14017576      9360     33680    301880
04:11:37 PM  47136268 388150528   2654740      0.67   4006656 327044564 188491724     46.74 150357180 182004972      8820   1339244  14016912      9360     33368    301880
04:11:42 PM  47150316 388166300   2639280      0.67   4006656 327046224 186175228     46.17 150357288 181995620      9124   1328432  14016664      9344     32104    301880
04:11:47 PM  47162452 388180548   2625248      0.66   4006656 327048276 189001916     46.87 150357484 182009344      8856   1340392  14016508      9344     33204    301848
04:11:52 PM  47119440 388139000   2666572      0.68   4006656 327049672 188895692     46.84 150357628 182007580      9248   1337460  14016800      9360     33812    301848
04:11:57 PM  47150996 388172368   2632876      0.67   4006656 327051484 182859708     45.35 150357756 181969000      8680   1296496  14017128      9360     32288    301960
04:12:02 PM  47140636 388163472   2641680      0.67   4006656 327052936 189679472     47.04 150357860 182038176      9360   1364380  14017232      9376     33280    302008
04:12:07 PM  47103868 388128472   2676708      0.68   4006656 327054684 192181900     47.66 150357976 182041648      9000   1366768  14017224      9376     33112    302008
04:12:12 PM  47092968 388118808   2686604      0.68   4006656 327055812 189303656     46.94 150358108 182011728      8292   1334948  14017100      9408     33332    301976
04:12:17 PM  47099480 388126696   2678704      0.68   4006656 327057108 187029896     46.38 150358248 182014984      8436   1337408  14017192      9376     32960    301944
04:12:22 PM  47118032 388148476   2657020      0.67   4006656 327060292 185767592     46.07 150358428 181993372      7692   1313464  14017140      9376     32652    301960
04:12:27 PM  47093132 388125004   2679776      0.68   4006656 327061676 185972012     46.12 150358588 182009820      8944   1328056  14017900      9344     32808    301960
04:12:32 PM  47112564 388144988   2659820      0.67   4006656 327062188 193007096     47.86 150358708 182056004      8744   1374324  14017912      9376     33784    301976
04:12:37 PM  47139712 388174128   2630808      0.67   4006656 327064176 188382976     46.72 150358768 182021556      8328   1337888  14017788      9376     33020    301944
04:12:42 PM  47125872 388160628   2644436      0.67   4006656 327064584 188483288     46.74 150358892 182017764      8432   1333448  14017592      9376     33232    301944
04:12:47 PM  47127252 388164700   2640684      0.67   4006656 327067276 192290504     47.69 150359060 182057832      8612   1371300  14017272      9360     33764    301928
04:12:52 PM  47099324 388137924   2667600      0.68   4006656 327068456 192178500     47.66 150359228 182048608      7656   1360772  14017104      9360     33204    301976
04:12:57 PM  47187164 388227976   2577656      0.65   4006656 327070616 188570688     46.76 150359368 182009064      8584   1319652  14017048      9360     32820    301960
04:13:02 PM  47152352 388194284   2611420      0.66   4006656 327071660 192385452     47.71 150359464 182058928      7464   1368600  14017052      9376     33372    302008
04:13:07 PM  47130300 388173204   2632728      0.67   4006656 327072632 192080384     47.63 150359540 182061536      8072   1370892  14016824      9376     33748    301976
04:13:12 PM  47145352 388190144   2615964      0.66   4006656 327074456 189097820     46.89 150359668 182030248      8056   1337172  14016712      9376     33660    301928
04:13:17 PM  47152852 388199128   2607000      0.66   4006656 327075960 189668544     47.04 150359824 182036968      7280   1342360  14016672      9344     32456    301912
04:13:22 PM  47091980 388141076   2664892      0.67   4006656 327078760 186659740     46.29 150359944 182068548      8200   1371492  14016852      9360     33296    301880
04:13:27 PM  47062868 388112680   2693228      0.68   4006656 327079508 192483296     47.73 150360164 182058500      7648   1361336  14016880      9376     33548    301896
04:13:32 PM  47114060 388165856   2639844      0.67   4006656 327081588 190087504     47.14 150360240 182051724      7956   1352036  14016992      9360     33276    301896
04:13:37 PM  47092404 388145800   2659872      0.67   4006656 327083236 188584816     46.77 150360424 182036364      8688   1335424  14016972      9376     33780    301944
04:13:42 PM  47085876 388141524   2664036      0.67   4006656 327085444 188597936     46.77 150360552 182051348      8352   1348132  14017128      9376     33804    301968
04:13:47 PM  47075304 388132184   2673776      0.68   4006656 327086680 189679760     47.04 150360764 182071028      9040   1366776  14016724      9424     33740    301952
04:13:52 PM  47095264 388153224   2652860      0.67   4006656 327087756 191162880     47.41 150360824 182080580       140   1375288  14016604      9408     33856    301936
04:13:57 PM  47165736 388227028   2578680      0.65   4006656 327091084 181968364     45.13 150360908 181992436      1976   1284012  14016984      9376     32384    301880
04:14:02 PM  47090684 388152220   2653596      0.67   4006656 327091364 192698164     47.79 150361124 182078564      3608   1369660  14016840      9424     33728    301912
04:14:07 PM  47034472 388097684   2708448      0.69   4006656 327093044 189468744     46.99 150361296 182074144      5220   1363700  14016520      9408     33580    301896
04:14:12 PM  47082488 388147624   2659316      0.67   4006656 327094976 185874560     46.09 150361384 182042788      7016   1329564  14015704      9408     32936    301912
04:14:17 PM  47070448 388137404   2669680      0.68   4006656 327096748 188380488     46.72 150361532 182048644      7564   1334644  14015608      9392     33168    301960
04:14:22 PM  47150300 388218652   2587504      0.66   4006656 327098144 185555068     46.02 150361632 182020060      8428   1304860  14016536      9392     33160    301944
04:14:27 PM  47192984 388264832   2541656      0.64   4006656 327101704 181400768     44.98 150361800 181995308      8124   1277316  14016140      9376     32112    301928
04:14:32 PM  47117264 388189200   2617196      0.66   4006656 327101760 189673596     47.04 150361988 182064744      9452   1347180  14016264      9408     33176    301928
04:14:37 PM  47124544 388198456   2607624      0.66   4006656 327103740 188686832     46.79 150362152 182049384      8900   1329436  14016576      9408     33780    301912
04:14:42 PM  47073084 388147880   2658336      0.67   4006656 327104620 190090060     47.14 150362244 182077456      8688   1356284  14016444      9408     33216    301944
04:14:47 PM  47064376 388140328   2665808      0.68   4006656 327105776 189367616     46.96 150362276 182088896      8304   1367136  14016524      9392     33528    301960
04:14:52 PM  47133060 388167856   2637744      0.67   4006400 327064844 188371104     46.71 150362472 182004068      8212   1324184  14017092      9392     33256    301992
04:14:57 PM  47092248 388128296   2677552      0.68   4006400 327066092 189260896     46.93 150362660 182029968      9000   1348552  14016848      9392     33312    301944
04:15:02 PM  47061392 388099164   2706948      0.69   4006400 327067852 190085932     47.14 150362772 182047996      8904   1364880  14016548      9424     33268    301960
04:15:07 PM  47102692 388142012   2663776      0.67   4006400 327069424 189673684     47.04 150362920 182044812      7356   1360256  14016848      9360     33472    301960
04:15:12 PM  47096780 388137412   2668316      0.68   4006400 327070744 192594576     47.76 150363052 182058480      8248   1372160  14016900      9376     33760    301976
04:15:17 PM  47098372 388140424   2665296      0.67   4006400 327072148 192383332     47.71 150363100 182053740      9024   1366248  14016924      9376     33612    301992
04:15:22 PM  47141788 388185176   2620540      0.66   4006400 327073484 189779200     47.06 150363224 182038844      8964   1350692  14016928      9376     33412    302008
04:15:27 PM  47115276 388160836   2644308      0.67   4006400 327076100 186857832     46.34 150363472 182026576      7820   1336348  14017056      9376     33212    301976
04:15:32 PM  47118752 388165964   2640048      0.67   4006400 327077220 192280064     47.68 150363624 182056520      8312   1364632  14016720      9376     33548    301976
04:15:37 PM  47216480 388267292   2538652      0.64   4006400 327080804 181873928     45.10 150363732 181980080      8116   1285896  14016804      9360     32320    301928
04:15:42 PM  47114188 388165092   2641120      0.67   4006400 327080840 189884752     47.09 150363848 182053196      8856   1357796  14016592      9376     33808    301992
04:15:47 PM  47109732 388161408   2645028      0.67   4006400 327081612 193001672     47.86 150363944 182066360      8280   1370300  14016368      9376     33660    301976
04:15:52 PM  47115276 388168468   2637988      0.67   4006400 327083132 192083664     47.63 150364060 182069076      9112   1372008  14016344      9392     33768    302008
04:15:57 PM  47163372 388219092   2587204      0.66   4006400 327085624 183164736     45.42 150364124 182019960      7460   1320452  14016540      9376     32888    301960
04:16:02 PM  47109616 388165888   2640712      0.67   4006400 327086196 190184260     47.16 150364300 182065588      7688   1365224  14016216      9392     33724    301976
04:16:07 PM  47149088 388208796   2598136      0.66   4006400 327089648 179058420     44.40 150364472 181987960      7956   1284816  14015868      9392     32256    301912
04:16:12 PM  47123464 388184252   2622536      0.66   4006400 327090704 185469408     45.99 150364652 182023144      8652   1318496  14016036      9392     33260    301960
04:16:17 PM  47110092 388172668   2634152      0.67   4006400 327092488 188274708     46.69 150364768 182038512      8724   1332848  14016008      9376     32436    301992
04:16:22 PM  47115544 388179068   2627680      0.67   4006400 327093432 185773848     46.07 150364872 182019448      8216   1311848  14016084      9408     32628    301976
04:16:27 PM  47093392 388158616   2647912      0.67   4006400 327095096 186648556     46.29 150365040 182047560      8596   1339568  14016340      9392     33240    301928
04:16:32 PM  47079660 388145876   2660840      0.67   4006400 327096088 192391556     47.71 150365132 182082952      8212   1374412  14016152      9392     33708    301944
04:16:37 PM  47101760 388169708   2637136      0.67   4006400 327097820 188893708     46.84 150365276 182051148      8252   1339844  14016024      9408     33180    301864
04:16:42 PM  47114492 388185796   2621020      0.66   4006400 327101144 189379208     46.96 150365492 182089228      8900   1376552  14016084      9424     33588    301904
04:16:47 PM  47089464 388162580   2644036      0.67   4006400 327102960 189169036     46.91 150365644 182089224      9728   1373808  14016280      9392     33260    301896
04:16:52 PM  47084292 388158388   2648168      0.67   4006400 327103872 189574948     47.01 150365780 182061888      7828   1346048  14016408      9392     33324    301944
04:16:57 PM  47116164 388192068   2614656      0.66   4006400 327105648 184890616     45.85 150365892 182025288      7892   1307192  14016272      9376     32616    301976
04:17:02 PM  47076552 388153480   2653196      0.67   4006400 327106672 192801524     47.81 150366064 182089452      9160   1370824  14016320      9392     33712    301976
04:17:07 PM  47081424 388159576   2647180      0.67   4006400 327107896 192122932     47.64 150366140 182096992      9184   1376788  14016240      9392     33772    301944
04:17:12 PM  47048524 388128704   2678404      0.68   4006400 327109928 192893764     47.84 150366312 182084776      8672   1362292  14015884      9376     33788    301944
04:17:17 PM  47060992 388143076   2664076      0.67   4006400 327111800 185774200     46.07 150366436 182046084      7464   1322728  14015872      9376     33056    301944
04:17:22 PM  47095936 388180100   2627044      0.67   4006400 327113908 190393992     47.22 150366644 182075992      9368   1350216  14015852      9376     33256    301912
04:17:27 PM  47025804 388110956   2696408      0.68   4006400 327114896 192900636     47.84 150366744 182099252      8916   1372936  14015632      9376     33612    301896
04:17:32 PM  47057776 388144544   2662384      0.67   4006400 327116512 188685916     46.79 150366860 182061184      8900   1333624  14016068      9376     33624    301912
04:17:37 PM  47035276 388123460   2683136      0.68   4006400 327117916 192418572     47.72 150366976 182096356      9056   1366944  14016412      9376     33676    301912
04:17:42 PM  47097864 388188628   2618092      0.66   4006400 327120480 184991072     45.88 150367052 182033356      8732   1302760  14016304      9376     32712    301920
04:17:47 PM  47034808 388126856   2679740      0.68   4006400 327121792 192488564     47.73 150367264 182095992      8476   1363508  14016400      9392     33316    301968
04:17:52 PM  47122088 388215824   2591004      0.66   4006400 327123456 188688664     46.79 150367360 182067172      8064   1333124  14016192      9344     32884    301992
04:17:57 PM  47141484 388237724   2568648      0.65   4006400 327125984 181556784     45.02 150367512 182026440      7728   1289876  14016624      9360     33016    301928
04:18:02 PM  47033288 388130100   2676752      0.68   4006400 327126492 192384596     47.71 150367700 182102848      8128   1365460  14016208      9392     33456    301960
04:18:07 PM  47077688 388177908   2628756      0.67   4006400 327129868 185299768     45.95 150367820 182050068      8892   1309516  14016428      9344     32640    301992
04:18:12 PM  47065924 388166632   2640112      0.67   4006400 327130356 188895788     46.84 150367936 182080632      9120   1340452  14016348      9360     33164    301960
04:18:17 PM  47056632 388159436   2647276      0.67   4006400 327132452 189882512     47.09 150368056 182099004     10120   1356784  14016380      9360     33376    301960
04:18:22 PM  47086736 388190488   2615432      0.66   4006400 327133376 180775696     44.83 150368184 182012040      8416   1268460  14017196      9344     31908    301928
04:18:27 PM  47016736 388122192   2683972      0.68   4006400 327135088 189274080     46.94 150368324 182099584      9024   1354804  14016944      9392     33300    301968
04:18:32 PM  47044400 388151844   2654748      0.67   4006400 327137140 187262452     46.44 150368596 182102404      8056   1355552  14016452      9344     33080    301896
04:18:37 PM  47117660 388227912   2578532      0.65   4006400 327139940 182073488     45.15 150368664 182052932      9284   1303596  14016608      9344     32672    301896
04:18:42 PM  47041064 388151028   2655296      0.67   4006400 327139580 191976964     47.61 150368784 182114796      8684   1365416  14016800      9360     33372    301912
04:18:47 PM  47045940 388156840   2649548      0.67   4006400 327140612 191983160     47.61 150368856 182120588      8488   1370812  14016640      9360     33740    301944
04:18:52 PM  47144904 388259232   2547240      0.65   4006400 327144040 181465376     45.00 150368920 182028076      7792   1274484  14016556      9344     32044    301912
04:18:57 PM  47061236 388176188   2630864      0.67   4006400 327144680 189777064     47.06 150369128 182109276      8088   1355684  14015960      9344     33268    301928
04:19:02 PM  47029220 388145492   2661696      0.67   4006400 327145988 189163484     46.91 150369256 182119992      8004   1365264  14015836      9344     33568    301928
04:19:07 PM  47070772 388189180   2618108      0.66   4006400 327148168 186070620     46.14 150369412 182066420      7324   1309920  14015692      9312     31800    301944
04:19:12 PM  47084492 388206624   2600544      0.66   4006400 327151884 180985512     44.88 150369568 182033596      8164   1273388  14015820      9328     32088    301960
04:19:17 PM  47007208 388127984   2679148      0.68   4006400 327150488 192181932     47.66 150369672 182131360      8900   1372748  14015896      9344     33724    301912
04:19:22 PM  47010972 388133192   2673512      0.68   4006400 327151932 192480928     47.73 150369796 182120964      8520   1360460  14016324      9360     33484    301896
04:19:27 PM  47040292 388164296   2642408      0.67   4006400 327153732 192900096     47.84 150369940 182133728      8316   1371876  14016308      9344     33748    301928
04:19:32 PM  47046908 388172400   2634212      0.67   4006400 327155208 189569384     47.01 150370032 182117392      7984   1353860  14016412      9344     33864    301928
04:19:37 PM  47043324 388170880   2635768      0.67   4006400 327157204 192798948     47.81 150370232 182142236      8212   1376740  14016444      9360     33832    301944
04:19:42 PM  47014568 388144124   2662500      0.67   4006400 327159140 189579044     47.01 150370368 182139740      8696   1372772  14016532      9360     33800    301896
04:19:47 PM  46990708 388121496   2685356      0.68   4006400 327160320 189363964     46.96 150370448 182132968      8320   1365240  14016356      9344     33620    301848
04:19:52 PM  46980232 388113388   2692956      0.68   4006792 327162732 192894184     47.84 150370708 182134140      8380   1364320  14016428      9360     33572    301832
04:19:57 PM  47019144 388154464   2652216      0.67   4006792 327164376 189207724     46.92 150371284 182116620      8444   1345264  14016612      9376     33216    301896
04:20:02 PM  46990408 388126328   2680324      0.68   4006792 327164920 189468272     46.99 150371348 182142564      8084   1370188  14016696      9392     33404    301912
04:20:07 PM  47000708 388138176   2668244      0.68   4006792 327166448 189774688     47.06 150371460 182139428      7732   1366080  14016948      9376     33396    301896
04:20:12 PM  47019896 388159656   2646752      0.67   4006792 327168736 188793500     46.82 150371652 182113112      8064   1337176  14016964      9376     33660    301944
04:20:17 PM  47023784 388166456   2640420      0.67   4006792 327171648 189572336     47.01 150371852 182143220      8796   1365112  14016496      9360     33220    301992
04:20:22 PM  47022332 388166376   2640344      0.67   4006792 327172980 192391684     47.71 150372004 182153160      8096   1373280  14016692      9376     33808    301976
