Linux 5.15.0-91-generic (gl5) 	02/01/2024 	_x86_64_	(32 CPU)

05:11:03 AM kbmemfree   kbavail kbmemused  %memused kbbuffers  kbcached  kbcommit   %commit  kbactive   kbinact   kbdirty  kbanonpg    kbslab  kbkstack   kbpgtbl  kbvmused
10:58:53 AM 278163672 388970744   2661636      0.67   1571992 108439452  89108232     22.10  48631708  62685604       756   1334312   4021796     10224     25292    279592
10:58:58 AM 278097800 388904628   2728044      0.69   1571992 108439224  95025636     23.57  48631788  62731884      2164   1380944   4021488     10240     26160    279704
10:59:03 AM 278075240 388882240   2750460      0.70   1571992 108439380  95752276     23.75  48631800  62737148       708   1385944   4021476     10288     26360    279736
10:59:08 AM 278060848 388868340   2764156      0.70   1571992 108439872  95342708     23.64  48631856  62779260      1780   1427736   4021680     10304     26360    279736
10:59:13 AM 278109752 388917360   2715200      0.69   1571992 108439984  95334352     23.64  48631848  62735332       476   1383592   4021620     10224     26068    279608
10:59:18 AM 278155160 388963060   2669764      0.68   1571992 108440228  95639328     23.72  48631900  62733492      1488   1381660   4021404     10224     26056    279592
10:59:23 AM 278141084 388949112   2683748      0.68   1571992 108440352  95027828     23.57  48631908  62738092       288   1386092   4021372     10240     26060    279640
10:59:28 AM 278180828 388989240   2643444      0.67   1571992 108440716  95636708     23.72  48631956  62732460       892   1380072   4021568     10224     25968    279608
10:59:33 AM 278160516 388969052   2663680      0.67   1571992 108440828  95641048     23.72  48631964  62736080       360   1383576   4021532     10240     26048    279624
10:59:38 AM 278172860 388981504   2650988      0.67   1571992 108440936  95336496     23.64  48631960  62739788       816   1387160   4021772     10240     26040    279624
10:59:43 AM 278188472 388997328   2635208      0.67   1571992 108441160  95034744     23.57  48631968  62743388       624   1390592   4021716     10224     26036    279640
10:59:48 AM 278196516 389005616   2627040      0.67   1571992 108441400  95340400     23.64  48632016  62741136       532   1388328   4021600     10480     26344    279704
10:59:53 AM 278183936 388993172   2639548      0.67   1571992 108441528  94936208     23.54  48632020  62745240        92   1392168   4021544     10224     25988    279704
10:59:58 AM 278173292 388982636   2650096      0.67   1571992 108441640  95352348     23.65  48632028  62748204       576   1395024   4021528     10304     26140    279696
11:00:03 AM 278179124 388988724   2643828      0.67   1571992 108441896  95260804     23.62  48632036  62753512      1372   1400148   4021708     10384     26364    279760
11:00:08 AM 278167312 388977160   2655500      0.67   1571992 108442144  95043760     23.57  48632084  62745196       852   1391660   4021600     10336     26208    279696
11:00:13 AM 278163500 388973468   2659304      0.67   1571992 108442260  95772628     23.75  48632092  62751168      1404   1397424   4021492     10352     26208    279680
11:00:18 AM 278190564 389000632   2632196      0.67   1571992 108442360  95567684     23.70  48632084  62751596       440   1397656   4021436     10272     26040    279624
11:00:23 AM 278213940 389024472   2608260      0.66   1571992 108442820  95240576     23.62  48632084  62743412      1432   1388968   4021536     10224     25860    279624
11:00:28 AM 278193288 389003868   2628856      0.67   1571992 108442868  95056224     23.57  48632144  62753900       516   1399512   4021544     10272     26076    279776
11:00:33 AM 278201148 389012032   2620328      0.66   1571992 108443120  95679324     23.73  48632152  62757584      1452   1403008   4021960     10352     26212    279792
11:00:38 AM 278200324 389011748   2620616      0.66   1571992 108443660  95564044     23.70  48632156  62759780       844   1405280   4021956     10336     26160    279752
11:00:43 AM 278215648 389027064   2605192      0.66   1571992 108443636  95148628     23.60  48632264  62746944      1724   1391936   4022080     10304     25948    279768
11:00:48 AM 278189772 389001304   2631020      0.67   1571992 108443756  95872324     23.78  48632264  62750284       268   1395292   4022008     10336     26096    279816
11:00:53 AM 278182680 388994608   2637692      0.67   1571992 108444124  94845484     23.52  48632264  62753316      1272   1397800   4022060     10384     26124    279800
11:00:58 AM 278184644 388996904   2635424      0.67   1571992 108444460  92640888     22.97  48632268  62732488       244   1376128   4022028     10320     25440    279800
11:01:03 AM 278134408 388946740   2685536      0.68   1571992 108444520  95458852     23.67  48632324  62784280      1248   1428372   4022092     10336     26056    279816
11:01:08 AM 278162412 388974984   2657416      0.67   1571992 108444764  95568788     23.70  48632384  62752652       280   1396692   4021964     10400     26244    279824
11:01:13 AM 278182644 388995632   2636548      0.67   1571992 108445160  95257264     23.62  48632440  62750280      1140   1394084   4022204     10416     26296    279848
11:01:18 AM 278151128 388964380   2667860      0.68   1571992 108445432  95236852     23.62  48632548  62738480       328   1381976   4022136     10384     26012    279808
11:01:23 AM 278129172 388942680   2689192      0.68   1571992 108445664  94933292     23.54  48632548  62744856      1120   1388076   4022528     10368     26152    279920
11:01:28 AM 278124836 388938700   2693280      0.68   1571992 108446016  95333940     23.64  48632612  62738060       872   1381080   4022424     10352     26032    279864
11:01:33 AM 278110340 388924336   2707816      0.69   1571992 108446144  95541124     23.69  48632612  62741288       424   1383608   4022256     10304     25872    279816
11:01:38 AM 278133120 388947256   2684800      0.68   1571992 108446240  95242456     23.62  48632608  62745604       292   1388360   4022396     10352     26036    279848
11:01:43 AM 278164196 388978732   2653336      0.67   1571992 108446616  95017228     23.56  48632720  62733488       272   1375936   4022408     10320     25932    279736
11:01:48 AM 278170012 388984948   2646880      0.67   1571992 108446996  95535376     23.69  48632788  62737488      1412   1380172   4022668     10384     26216    279824
11:01:53 AM 278219396 389034580   2597236      0.66   1571992 108447240  95317576     23.64  48632844  62732012       896   1374048   4022684     10288     25944    279736
11:01:58 AM 278200184 389015520   2615948      0.66   1571992 108447344  95113116     23.59  48632844  62734664      1436   1376544   4023080     10384     26052    279800
11:02:03 AM 278212936 389028356   2603204      0.66   1571992 108447440  95321756     23.64  48632848  62736392       496   1378232   4022976     10384     26084    279752
11:02:08 AM 278198164 389013788   2617952      0.66   1571992 108447668  95728892     23.74  48632844  62769516      1524   1411000   4022772     10352     26036    279832
11:02:13 AM 278223212 389038932   2592824      0.66   1571992 108447772  95033508     23.57  48632860  62747180       592   1388880   4022748     10368     26180    279808
11:02:18 AM 278204824 389020660   2611048      0.66   1571992 108447888  95554376     23.70  48632860  62751532      1560   1393008   4022796     10464     26344    279896
11:02:23 AM 278211656 389027880   2603852      0.66   1571992 108448260  95538552     23.69  48632908  62742740       772   1383784   4022788     10368     26088    279864
11:02:28 AM 278189688 389006188   2625328      0.66   1571992 108448516  95341516     23.64  48632968  62745976      1788   1386916   4023024     10352     26192    279872
11:02:33 AM 278166300 388983408   2648612      0.67   1571992 108448624  95373828     23.65  48632968  62748372       556   1388640   4023020     10368     26180    279808
11:02:38 AM 278161424 388978000   2653500      0.67   1571992 108448568  95337864     23.64  48632672  62768200      1608   1408624   4023064     10368     26136    279792
11:02:43 AM 278171832 388988496   2642996      0.67   1571992 108448656  95145476     23.59  48632672  62752372       468   1392864   4023072     10384     26156    279752
11:02:48 AM 278196180 389012940   2618324      0.66   1571992 108448760  95254980     23.62  48632668  62755660      1364   1395980   4023292     10336     26116    279816
11:02:53 AM 278195688 389012560   2618792      0.66   1571992 108448856  95461872     23.67  48632676  62757372       364   1397512   4023220     10352     26148    279768
11:02:58 AM 278194272 389011232   2619764      0.66   1571992 108449096  95155984     23.60  48632668  62759436      1236   1399420   4023424     10304     26044    279720
11:03:03 AM 278201608 389018684   2612256      0.66   1571992 108449212  95468596     23.67  48632672  62760760       300   1400680   4023480     10368     26140    279752
11:03:08 AM 278206588 389024400   2606540      0.66   1571992 108450072  91452560     22.68  48632672  62726972      1284   1366016   4023356     10352     25604    279776
11:03:13 AM 278181232 388998656   2632464      0.67   1571992 108449720  95354492     23.65  48632732  62764868       276   1404332   4023140     10336     26104    279784
11:03:18 AM 278174004 388991592   2639564      0.67   1571992 108449864  95360672     23.65  48632736  62795232       928   1434228   4023124     10528     26372    279832
11:03:23 AM 278202128 389019684   2611564      0.66   1571992 108449820  92941904     23.05  48632804  62747608       416   1387156   4023044     10352     25692    279848
11:03:28 AM 278149736 388967924   2663340      0.67   1571992 108450452  95247348     23.62  48632852  62788184        68   1427020   4023028     10352     26172    279736
11:03:33 AM 278176440 388994896   2636372      0.67   1571992 108450720  95164660     23.60  48632848  62762996      1520   1401480   4023024     10320     26080    279784
11:03:38 AM 278188108 389006728   2624652      0.66   1571992 108450880  95241428     23.62  48632908  62749456       548   1387924   4022916     10288     25696    279736
11:03:43 AM 278182904 389001996   2629232      0.67   1571992 108451356  95050512     23.57  48632968  62756504      1412   1394468   4023064     10368     26132    279768
11:03:48 AM 278177132 388996328   2635020      0.67   1571992 108451460  95051596     23.57  48632968  62758940       384   1396860   4022944     10352     26156    279720
11:03:53 AM 278171712 388991412   2639856      0.67   1571992 108451964  95458504     23.67  48633020  62754044      1480   1391660   4023024     10320     26092    279736
11:03:58 AM 278155228 388975152   2656076      0.67   1571992 108452192  95044144     23.57  48633068  62752868       704   1390204   4023060     10384     26088    279776
11:04:03 AM 278149448 388969624   2661480      0.67   1571992 108452452  95345568     23.64  48633140  62750380      1932   1387444   4023176     10368     26136    279736
11:04:08 AM 278124448 388944872   2686492      0.68   1571992 108452684  95223264     23.61  48633192  62775408       612   1412284   4022932     10336     25976    279688
11:04:13 AM 278143072 388963736   2667464      0.68   1571992 108452936  95138460     23.59  48633196  62750696      1496   1387312   4023084     10336     26056    279784
11:04:18 AM 278146440 388967216   2664008      0.67   1571992 108453044  95036188     23.57  48633200  62750596       320   1386996   4023064     10288     25956    279768
11:04:23 AM 278138816 388959700   2671468      0.68   1571992 108453160  95555800     23.70  48633200  62753916      1444   1390376   4023112     10304     26024    279720
11:04:28 AM 278135536 388956920   2674760      0.68   1571992 108453648  95096680     23.58  48633304  62746668       536   1382744   4022612     10336     26084    279696
11:04:33 AM 278128168 388950084   2681764      0.68   1571992 108454180  95222156     23.61  48633432  62738720      1552   1374452   4022444     10352     26184    279776
11:04:38 AM 278113452 388935504   2696332      0.68   1571992 108454308  95228088     23.62  48633424  62745516       376   1380964   4022464     10336     26028    279752
11:04:43 AM 278092844 388915060   2716688      0.69   1571992 108454548  95023088     23.56  48633424  62745892      1324   1381180   4022476     10352     26008    279736
11:04:48 AM 278104160 388926472   2705308      0.69   1571992 108454628  95232400     23.62  48633436  62748296       176   1383408   4022460     10304     25996    279688
11:04:53 AM 278112256 388934648   2697000      0.68   1571992 108454732  95757472     23.75  48633428  62753000      1408   1387992   4022568     10272     26136    279712
11:04:58 AM 278126468 388948984   2682680      0.68   1571992 108454836  95240576     23.62  48633428  62753748       264   1388804   4022572     10288     26076    279624
11:05:03 AM 278144396 388967276   2663712      0.67   1571992 108455212  95338452     23.64  48633488  62751348      1616   1386008   4023236     10352     25988    279592
11:05:08 AM 278133044 388956200   2675100      0.68   1571992 108455452  95328132     23.64  48633548  62746220       168   1380728   4022960     10288     26024    279560
11:05:13 AM 278151164 388974444   2656952      0.67   1571992 108455560  95228200     23.62  48633548  62749128       452   1383588   4022880     10208     25988    279560
11:05:18 AM 278159440 388983056   2647696      0.67   1571992 108455916  95223708     23.61  48633604  62745548       416   1379632   4023504     10224     25988    279704
11:05:23 AM 278154032 388977764   2652980      0.67   1571992 108456016  95221780     23.61  48633608  62781116       488   1415140   4023528     10224     26056    279624
11:05:28 AM 278197812 389021620   2609252      0.66   1571992 108456116  95138404     23.59  48633600  62755976      1552   1389816   4023376     10224     26120    279632
11:05:33 AM 278211020 389034928   2595988      0.66   1571992 108456204  95353884     23.65  48633608  62759600       620   1394036   4023344     10240     26144    279600
11:05:38 AM 278195248 389019412   2611532      0.66   1571992 108456504  95356080     23.65  48633612  62760220      1656   1393740   4023272     10224     26060    279656
11:05:43 AM 278190404 389014728   2616332      0.66   1571992 108456628  95464836     23.67  48633616  62763940       496   1397220   4023192     10208     26084    279624
11:05:48 AM 278187028 389011424   2619720      0.66   1571992 108456876  95365080     23.65  48633616  62767104      1428   1400208   4022932     10176     26076    279624
11:05:53 AM 278188924 389013440   2617740      0.66   1571992 108457000  95365792     23.65  48633616  62767300       488   1400220   4022892     10192     26068    279608
11:05:58 AM 278232796 389057384   2574052      0.65   1571992 108457136  95168156     23.60  48633620  62772916      1412   1405856   4022572     10208     26132    279624
11:06:03 AM 278229024 389053860   2577628      0.65   1571992 108457388  95271116     23.63  48633620  62772528       500   1405212   4022516     10208     26152    279608
11:06:08 AM 278218536 389043468   2587748      0.66   1571992 108457508  95374212     23.65  48633620  62773124      1300   1405640   4022764     10224     26156    279656
11:06:13 AM 278191200 389016420   2614860      0.66   1571992 108457772  95359380     23.65  48633684  62799644       688   1432048   4022724     10256     26164    279640
11:06:18 AM 278202852 389028288   2603120      0.66   1571992 108458032  95273976     23.63  48633672  62773952      1312   1406004   4022552     10224     26140    279704
11:06:23 AM 278199828 389025572   2606028      0.66   1571992 108458292  95263788     23.62  48633732  62767696       688   1399564   4022408     10208     26020    279656
11:06:28 AM 278169844 388995880   2635460      0.67   1571992 108458552  95464632     23.67  48633800  62766136      1436   1397824   4022700     10240     26244    279728
11:06:33 AM 278169072 388995496   2635972      0.67   1571992 108458936  95241016     23.62  48633912  62755356       784   1386820   4022576     10208     26068    279664
11:06:38 AM 278161868 388988796   2642640      0.67   1571992 108459432  95327424     23.64  48634012  62747388      1700   1378404   4022616     10208     26024    279640
11:06:43 AM 278150084 388977224   2654188      0.67   1571992 108459648  95018656     23.56  48634080  62747716      1028   1378608   4022636     10208     26044    279640
11:06:48 AM 278160060 388987480   2643904      0.67   1571992 108459892  95011024     23.56  48634116  62742616       788   1373488   4022700     10208     26052    279704
11:06:53 AM 278147736 388975256   2656176      0.67   1571992 108459984  95358888     23.65  48634136  62746920       260   1377440   4022660     10160     25992    279640
11:06:58 AM 278142616 388970216   2661224      0.67   1571992 108460064  95120856     23.59  48634132  62748156       356   1378648   4022652     10160     25952    279592
11:07:03 AM 278177416 389005276   2626188      0.67   1571992 108460324  95468176     23.67  48634140  62752944       116   1383300   4022628     10208     26068    279640
11:07:08 AM 278189432 389017540   2614096      0.66   1571992 108460584  92392876     22.91  48634248  62739044       568   1369136   4022444     10192     25860    279608
11:07:13 AM 278171696 389000332   2631188      0.67   1571992 108461104  95310616     23.64  48634316  62774968      1672   1404620   4022568     10224     26096    279616
11:07:18 AM 278180032 389008776   2622852      0.66   1571992 108461224  95617344     23.71  48634312  62776448       496   1405848   4022448     10176     26048    279592
11:07:23 AM 278211880 389040768   2590836      0.66   1571992 108461356  95091868     23.58  48634316  62752592      1532   1381908   4022484     10208     26124    279632
11:07:28 AM 278224712 389053828   2577760      0.65   1571992 108461584  95333444     23.64  48634312  62754276       476   1383376   4022500     10128     25924    279640
11:07:33 AM 278226124 389056024   2575408      0.65   1571992 108462356  95133480     23.59  48634320  62758944      1824   1387236   4022668     10192     26016    279592
11:07:38 AM 278215120 389044684   2586656      0.66   1571992 108462040  95352296     23.65  48634388  62771384       352   1400124   4022740     10240     26160    279648
11:07:43 AM 278179544 389009328   2622012      0.66   1571992 108462280  95842816     23.77  48634380  62788588      1508   1417060   4022720     10160     26044    279616
11:07:48 AM 278251276 389081856   2549472      0.65   1571992 108463064  91622176     22.72  48634376  62719060       304   1346676   4022744     10208     25480    279560
11:07:53 AM 278178904 389009188   2621968      0.66   1571992 108462756  95313916     23.64  48634492  62779724      1408   1407812   4022928     10112     25944    279624
11:07:58 AM 278198720 389029104   2602024      0.66   1571992 108462860  95022196     23.56  48634492  62754516       300   1382548   4022952     10144     26040    279656
11:08:03 AM 278189344 389020212   2610840      0.66   1571992 108463340  95334952     23.64  48634492  62756680      1388   1384132   4023032     10160     25952    279656
11:08:08 AM 278196312 389027264   2603892      0.66   1571992 108463432  94964620     23.55  48634492  62761428       252   1388980   4022920     10192     26088    279640
11:08:13 AM 278192872 389023932   2607156      0.66   1571992 108463532  95423620     23.66  48634492  62767240      1236   1394692   4022996     10208     26204    279656
11:08:18 AM 278201128 389032304   2598832      0.66   1571992 108463656  95255472     23.62  48634496  62769764       204   1396620   4022940     10176     26072    279672
11:08:23 AM 278210492 389041916   2588884      0.66   1571992 108463908  94952276     23.55  48634496  62773888      1108   1400784   4023272     10176     26068    279624
11:08:28 AM 278224576 389056140   2574684      0.65   1571992 108464032  95266596     23.62  48634496  62775868       356   1402708   4023264     10176     26044    279608
11:08:33 AM 278220660 389052316   2578428      0.65   1571992 108464172  95267144     23.63  48634496  62776736      1096   1403308   4023296     10400     26036    279624
11:08:38 AM 278215408 389047316   2583552      0.65   1571992 108464424  95168760     23.60  48634508  62779296       500   1405824   4023172     10192     26140    279624
11:08:43 AM 278217316 389049484   2581116      0.65   1571992 108464680  95581160     23.70  48634560  62778440       532   1404744   4023444     10192     26184    279616
11:08:48 AM 278196872 389029192   2601240      0.66   1571992 108464820  94964876     23.55  48634564  62779920      1444   1405960   4023624     10176     26112    279640
11:08:53 AM 278210168 389042720   2587528      0.66   1571992 108465060  95366852     23.65  48634620  62773132       824   1399104   4023800     10176     26112    279624
11:08:58 AM 278171648 389004456   2625724      0.66   1571992 108465308  95274112     23.63  48634628  62779768      1540   1405476   4023876     10224     26212    279616
11:09:03 AM 278172564 389005636   2624576      0.66   1571992 108465576  95278544     23.63  48634632  62783076       612   1408564   4023840     10176     26228    279600
11:09:08 AM 278186016 389019896   2610524      0.66   1571992 108466448  95455416     23.67  48634796  62765124      2748   1389916   4023568     10160     26104    279512
11:09:13 AM 278189512 389022980   2607660      0.66   1571992 108466032  89232020     22.13  48634788  62725144       496   1350272   4023352     10144     24796    279512
11:09:18 AM 278217812 389051688   2579096      0.65   1571992 108466560  86705132     21.50  48634836  62697440      1512   1322144   4023088     10160     24364    279464
11:09:23 AM 278212776 389047264   2583596      0.65   1571992 108467176  85497316     21.20  48634856  62712404       860   1336440   4023008     10144     24248    279448
11:09:28 AM 278162576 388996740   2634220      0.67   1571992 108466884  89103896     22.10  48634908  62747348      1460   1371792   4022876     10160     24756    279512
11:09:33 AM 278192708 389026960   2603976      0.66   1571992 108466968  89110116     22.10  48634908  62714308       868   1338716   4022904     10160     24952    279496
11:09:38 AM 278178324 389013512   2617760      0.66   1571992 108467908  89222456     22.13  48634972  62723220      1820   1346276   4022564     10192     24828    279512
11:09:43 AM 278204752 389039784   2591724      0.66   1571992 108467744  89428652     22.18  48635020  62721208       576   1344836   4022336     10160     24744    279552
11:09:48 AM 278213524 389048664   2582792      0.65   1571992 108467856  89529400     22.20  48635028  62722012      1476   1345732   4022384     10144     24768    279480
11:09:53 AM 278215108 389050596   2581192      0.65   1571992 108468220  89005120     22.07  48635084  62714908       656   1338188   4022036     10144     24700    279432
11:09:58 AM 278170288 389006196   2625564      0.66   1571992 108468616  89424188     22.18  48635140  62718916      1560   1341872   4022088     10208     24924    279568
11:10:03 AM 278188956 389025092   2606800      0.66   1571992 108468844  89310812     22.15  48635200  62713356       568   1336228   4021956     10144     24728    279432
11:10:08 AM 278167916 389004268   2627464      0.67   1571992 108469076  89313244     22.15  48635188  62716968      1228   1339448   4022100     10192     24732    279496
11:10:13 AM 278192392 389028864   2602896      0.66   1571992 108469172  89316864     22.15  48635196  62719152       112   1341484   4022096     10176     24704    279464
11:10:18 AM 278187944 389024520   2607096      0.66   1571992 108469284  89523128     22.20  48635184  62719952      1212   1342500   4022232     10368     25132    279608
11:10:23 AM 278232840 389069504   2562276      0.65   1571992 108469364  83186392     20.63  48635252  62671396       516   1293736   4022076     10144     23388    279512
11:10:28 AM 278241480 389078264   2553532      0.65   1571992 108469476  82891044     20.56  48635256  62679612       112   1301720   4022068     10128     23444    279464
11:10:33 AM 278277688 389114768   2516748      0.64   1571992 108469704  83105768     20.61  48635268  62684356      1496   1306380   4022416     10192     23540    279536
11:10:38 AM 278270172 389107372   2524188      0.64   1571992 108469780  83102220     20.61  48635268  62683496       508   1305428   4022416     10176     23492    279544
11:10:43 AM 278273412 389110840   2520736      0.64   1571992 108470024  83218484     20.64  48635268  62688696      1504   1310484   4022384     10208     23520    279480
11:10:48 AM 278278408 389115976   2515620      0.64   1571992 108470116  83321880     20.66  48635268  62690620       492   1312172   4022412     10160     23524    279448
11:10:53 AM 278282492 389120292   2511084      0.64   1571992 108470356  83017240     20.59  48635268  62692520      1488   1313764   4022624     10144     23472    279464
11:10:58 AM 278288372 389126292   2505092      0.63   1571992 108470468  83326584     20.66  48635268  62693124       368   1314208   4022624     10176     23504    279448
11:11:03 AM 278284596 389122852   2508512      0.64   1571992 108470708  83333580     20.67  48635272  62696688      1552   1317648   4022740     10144     23504    279480
11:11:08 AM 278290520 389128904   2502696      0.63   1571992 108470832  83233728     20.64  48635272  62698224       360   1319044   4022508     10144     23504    279448
11:11:13 AM 278288120 389126832   2504792      0.63   1571992 108471072  83032888     20.59  48635276  62700032      1548   1320620   4022572     10160     23500    279448
11:11:18 AM 278306256 389145372   2486228      0.63   1571992 108471440  83324468     20.66  48635384  62688892       280   1309224   4022632     10144     23460    279464
11:11:23 AM 278290564 389130032   2501980      0.63   1571992 108471828  83127444     20.61  48635384  62695140      1020   1315184   4022184     10192     23520    279528
11:11:28 AM 278294224 389133816   2498268      0.63   1571992 108471916  82921672     20.56  48635392  62696424       396   1316368   4022148     10176     23512    279496
11:11:33 AM 278329232 389169152   2462716      0.62   1571992 108472144  76581716     18.99  48635440  62646124      1204   1265904   4022464     10144     22096    279512
11:11:38 AM 278324776 389164956   2467008      0.62   1571992 108472364  77089988     19.12  48635508  62641900       272   1261368   4022408     10144     22132    279528
11:11:43 AM 278300088 389140588   2491272      0.63   1571992 108472592  77400332     19.19  48635500  62644908       772   1264244   4022604     10176     22172    279544
11:11:48 AM 278303252 389143844   2488040      0.63   1571992 108472688  77203508     19.15  48635508  62648628       264   1267796   4022576     10176     22236    279600
11:11:53 AM 278299092 389141016   2490828      0.63   1571992 108473932  77183636     19.14  48635624  62638260      1116   1256464   4022704     10160     22128    279640
11:11:58 AM 278324752 389165912   2466120      0.62   1571992 108473132  71171132     17.65  48635616  62599324       420   1218184   4022552     10080     20720    279576
11:12:03 AM 278323324 389164536   2466952      0.62   1571992 108473212  70965756     17.60  48635612  62601536       644   1220296   4023068     10224     20732    279624
11:12:08 AM 278336712 389178024   2453944      0.62   1571992 108473308  71074656     17.63  48635620  62602024       148   1220696   4022592     10112     20700    279560
11:12:13 AM 278351180 389192632   2439476      0.62   1571992 108473396  70871472     17.58  48635624  62604444       644   1223024   4022504     10112     20796    279448
11:12:18 AM 278401256 389242840   2389664      0.61   1571992 108473480  64750476     16.06  48635628  62561000      1052   1179512   4022156     10096     19480    279464
11:12:23 AM 278398684 389240360   2392144      0.61   1571992 108473580  64858264     16.08  48635620  62564852       540   1183348   4022148     10144     19572    279432
11:12:28 AM 278401880 389243888   2388660      0.60   1571992 108473864  64953372     16.11  48635688  62559964      1080   1178108   4022152     10112     19496    279464
11:12:33 AM 278368864 389210964   2421920      0.61   1571992 108473932  65151076     16.16  48635684  62592780       604   1210868   4021840     10128     19484    279480
11:12:38 AM 278398128 389240684   2392068      0.61   1571992 108474292  64960604     16.11  48635692  62565016      1192   1182888   4022068     10128     19552    279496
11:12:43 AM 278414548 389257312   2375660      0.60   1571992 108474496  65053996     16.13  48635748  62557712       732   1175336   4021852     10112     19552    279496
11:12:48 AM 278388508 389231404   2401400      0.61   1571992 108474584  65269536     16.19  48635756  62564552      1308   1182104   4022064     10160     19620    279536
11:12:53 AM 278422488 389265316   2367604      0.60   1571992 108474500  58937132     14.62  48635748  62519372       432   1136980   4021964     10112     18188    279480
11:12:58 AM 278416980 389260136   2372836      0.60   1571992 108474704  58937896     14.62  48635752  62519856      1204   1137360   4022036     10096     18196    279480
11:13:03 AM 278467084 389310172   2323036      0.59   1571992 108474620  52816352     13.10  48635744  62476552       372   1094096   4021816     10032     16860    279448
11:13:08 AM 278456084 389299316   2334016      0.59   1571992 108474716  52753192     13.08  48635748  62479768      1192   1097176   4021740     10064     16880    279400
11:13:13 AM 278457352 389300660   2332676      0.59   1571992 108474788  52823396     13.10  48635756  62479904       436   1097212   4021740     10064     16868    279448
11:13:18 AM 278500944 389344312   2289268      0.58   1571992 108474848  46803968     11.61  48635756  62437008      1332   1054244   4021496     10032     15536    279448
11:13:23 AM 278502736 389346180   2287412      0.58   1571992 108474908  46598648     11.56  48635764  62439020       296   1056272   4021500     10064     15672    279448
11:13:28 AM 278510524 389354132   2279176      0.58   1571992 108474988  47017732     11.66  48635760  62441476      1208   1058708   4021868     10064     15732    279432
11:13:33 AM 278522344 389366176   2267164      0.57   1571992 108475204  46815184     11.61  48635764  62443228       268   1060120   4021844      9984     15524    279432
11:13:38 AM 278517344 389361428   2271940      0.58   1571992 108475412  46815524     11.61  48635760  62443844      1244   1060588   4021860     10032     15588    279448
11:13:43 AM 278520872 389365048   2268368      0.57   1571992 108475488  46712564     11.58  48635760  62443572       240   1060164   4021828     10032     15576    279432
11:13:48 AM 278542260 389386892   2246584      0.57   1571992 108475872  40696840     10.09  48635756  62403832      1592   1018876   4021840     10272     14536    279440
11:13:53 AM 278590524 389434712   2199548      0.56   1571992 108475424  28653348      7.11  48635776  62311636       752    928336   4021060      9952     11728    279344
11:13:58 AM 278595180 389439416   2194896      0.56   1571992 108475468  28755296      7.13  48635764  62311368        40    927996   4021012      9920     11612    279256
11:14:03 AM 278588920 389433404   2200872      0.56   1571992 108475656  28653464      7.11  48635772  62311656        36    928084   4021108      9936     11628    279320
11:14:08 AM 278619344 389464580   2169736      0.55   1571992 108476416  22635276      5.61  48635772  62269372       316    885012   4021060      9920     10480    279288
11:14:13 AM 278649260 389493576   2141120      0.54   1571992 108475480  16508124      4.09  48635772  62223808      1460    840384   4020696      9888      9024    279288
11:14:18 AM 278652252 389496708   2137960      0.54   1571992 108475648  16409936      4.07  48635772  62225712       308    842196   4020696      9872      9000    279256
11:14:23 AM 278652520 389497068   2137548      0.54   1571992 108475680  16615856      4.12  48635772  62225648      1440    842032   4020808      9888      8996    279288
11:14:28 AM 278656104 389500676   2133936      0.54   1571992 108475716  16615856      4.12  48635772  62225672       316    842032   4020800      9856      8992    279240
11:14:33 AM 278663948 389508728   2126064      0.54   1571992 108475880  16512896      4.09  48635780  62225856      1428    842044   4020664      9856      8996    279224
11:14:38 AM 278665460 389510260   2124524      0.54   1571992 108475908  16409936      4.07  48635780  62226036       272    842240   4020664      9856      9008    279256
11:14:43 AM 278689056 389533752   2101012      0.53   1571992 108475796  10491040      2.60  48635780  62181172      1428    797448   4020692      9808      7680    279256
11:14:48 AM 278690876 389535592   2099224      0.53   1571992 108475808  10388080      2.58  48635780  62181356       272    797676   4020648      9808      7688    279240
11:14:53 AM 278690680 389535648   2099340      0.53   1571992 108475964  10491040      2.60  48635784  62181524      1448    797680   4020572      9808      7692    279304
11:14:58 AM 278683748 389528720   2106240      0.53   1571992 108475984  10392300      2.58  48635788  62183556       356    799712   4020584      9840      7804    279328
11:15:03 AM 278731348 389578680   2056224      0.52   1571992 108477656   4365664      1.08  48635788  62137120      1556    751496   4021328      9776      6356    279208
11:15:08 AM 278611764 389459208   2171620      0.55   1571992 108477776  41223452     10.22  48707960  62303864       352    990548   4025396     10064     17792    279472
11:15:13 AM 278636056 389483780   2146524      0.54   1571992 108478196  41219232     10.22  48708232  62305776      1300    992176   4025780     10048     17684    279512
11:15:18 AM 278608184 389456300   2174060      0.55   1571992 108478484  41219232     10.22  48708540  62308472       212    994964   4025828     10032     17712    279480
11:15:23 AM 278601060 389449596   2180432      0.55   1571992 108478804  41219232     10.22  48708840  62311796      1184    998124   4026260     10016     17680    279480
11:15:28 AM 278597480 389446540   2183604      0.55   1571992 108479228  41219232     10.22  48709132  62314324       172   1000632   4026244     10016     17680    279480
11:15:33 AM 278596228 389445560   2184868      0.55   1571992 108479496  38915884      9.65  48709428  62308388      1168    994668   4025964     10096     17052    279496
11:15:38 AM 278583384 389433140   2197368      0.56   1571992 108479768  38915884      9.65  48709696  62310344        12    996588   4026036      9984     16976    279464
