Linux 5.15.30-2-pve (superserver2) 	01/28/2024 	_x86_64_	(32 CPU)

08:21:36 PM kbmemfree   kbavail kbmemused  %memused kbbuffers  kbcached  kbcommit   %commit  kbactive   kbinact   kbdirty  kbanonpg    kbslab  kbkstack   kbpgtbl  kbvmused
08:31:01 PM 311375024 387840652   3775648      0.96    857868  75747680 176560264     43.78  50762224  27865568       348   2188996   3117564     10704     38420    863296
08:31:06 PM 311392480 387858488   3758096      0.95    857868  75748028 176670412     43.81  50762248  27906676       276   2229428   3117312     10704     38464    863264
08:31:11 PM 311457896 387924160   3692220      0.94    857868  75748376 176611128     43.80  50762248  27890588       336   2213352   3117424     10704     38528    863312
08:31:16 PM 311504940 387971592   3644964      0.92    857868  75748672 176625504     43.80  50762256  27897948       108   2219940   3117340     10720     38608    863320
08:31:21 PM 311527852 387994668   3621832      0.92    857868  75748964 176640336     43.80  50762252  27904912       504   2227260   3117268     10704     38580    863312
08:31:26 PM 311540948 388008168   3608344      0.91    857868  75749228 176658940     43.81  50762256  27913992       228   2235492   3117396     10704     38620    863328
08:31:31 PM 311550356 388017800   3598968      0.91    857868  75749544 176689016     43.81  50762256  27928976       372   2250356   3117048     10704     38676    863344
08:31:36 PM 311536076 388003948   3613092      0.91    857868  75749868 176713404     43.82  50762264  27941076       412   2261736   3116880     10736     38832    863352
08:31:41 PM 311525596 387993660   3623520      0.92    857868  75750208 176730244     43.83  50762252  27949348       360   2270292   3116592     10704     38776    863408
08:31:46 PM 311511488 387979956   3637292      0.92    857868  75750484 176735348     43.83  50762256  27952776       164   2273036   3116652     10704     39012    863376
08:31:51 PM 311439520 387908352   3708708      0.94    857868  75751008 176742328     43.83  50762320  27954316       348   2274516   3116680     10704     38804    863360
08:31:56 PM 311425356 387894692   3722304      0.94    857868  75751396 176747460     43.83  50762352  27956516       144   2275896   3116860     10704     38884    863296
08:32:01 PM 311460648 387930892   3685736      0.93    857868  75752368 171027608     42.41  50762488  27893112       308   2211852   3117164     10736     38268    863280
08:32:06 PM 311356524 387826484   3790456      0.96    857868  75751944 176602164     43.79  50762812  27893440      1728   2212172   3116992     10720     38448    863296
08:32:11 PM 311286428 387756836   3859904      0.98    857868  75752500 176627980     43.80  50762876  27896580       164   2215688   3117084     10704     38580    863264
08:32:16 PM 311277488 387748208   3868408      0.98    857868  75752744 173769172     43.09  50763008  27875280       180   2194300   3117276     10704     38316    863328
08:32:21 PM 311254732 387725852   3890920      0.99    857868  75753096 176672260     43.81  50763108  27909372       172   2228012   3117168     10704     38564    863344
08:32:26 PM 311318236 387789468   3827508      0.97    857868  75753232 173731772     43.08  50763220  27857204       136   2175908   3116940     10704     38088    863296
08:32:31 PM 311362384 387834236   3782804      0.96    857868  75753840 176554524     43.78  50763328  27867232        76   2185512   3116888     10704     38504    863328
08:32:36 PM 311386788 387858848   3758208      0.95    857868  75754088 176584660     43.79  50763364  27878720       552   2196904   3116832     10736     38596    863320
08:32:41 PM 311400832 387873232   3744016      0.95    857868  75754372 176598028     43.79  50763384  27885972       636   2203796   3116696     10704     38516    863328
08:32:46 PM 311449968 387922676   3694460      0.94    857868  75754644 176613968     43.80  50763388  27895808       672   2213816   3116844     10768     38744    863416
08:32:51 PM 311408968 387881964   3735368      0.95    857868  75754956 176721244     43.82  50763412  27937692       892   2254940   3116624     10736     38740    863336
08:32:56 PM 311431792 387905076   3712136      0.94    857868  75755276 176643964     43.80  50763412  27913064       400   2230240   3116712     10704     38604    863328
08:33:01 PM 311413128 387886740   3730156      0.94    857868  75755704 176686488     43.81  50763412  27930424       484   2247040   3116928     10720     39032    863360
08:33:06 PM 311400124 387874016   3742892      0.95    857868  75755904 176704628     43.82  50763404  27939508       384   2255712   3116996     10704     38724    863360
