Linux 5.15.30-2-pve (superserver2) 	01/31/2024 	_x86_64_	(32 CPU)

07:25:03 AM kbmemfree   kbavail kbmemused  %memused kbbuffers  kbcached  kbcommit   %commit  kbactive   kbinact   kbdirty  kbanonpg    kbslab  kbkstack   kbpgtbl  kbvmused
07:36:48 AM 306857632 388572868   3038044      0.77    858408  80860148  91782424     22.76  54706932  28429132      3568   1583700   3259552     10176     23668    863444
07:36:53 AM 306823372 388539580   3071164      0.78    858408  80861108 101421652     25.15  54706992  28472896      4864   1626192   3259732     10192     24856    863476
07:36:58 AM 306801524 388518388   3092448      0.78    858408  80861756 101623024     25.20  54707068  28472168      1268   1625376   3259648     10240     24796    863572
07:37:03 AM 306794248 388512544   3098172      0.78    858408  80863164 101210388     25.10  54707076  28468696      2420   1620444   3259792     10256     24424    863540
07:37:08 AM 306778672 388498692   3112388      0.79    858408  80864880  98193028     24.35  54707256  28466024      3724   1616336   3259436     10256     24920    863476
07:37:13 AM 306753720 388475524   3135924      0.79    858408  80866652  98606608     24.45  54707432  28474264      5180   1622460   3259080     10240     24440    863436
07:37:18 AM 306745524 388467820   3143320      0.80    858408  80867100 101212012     25.10  54707520  28472200      4948   1620532   3259432     10240     24800    863476
07:37:23 AM 306730768 388454288   3156728      0.80    858408  80868328 100911788     25.02  54707528  28481728      1204   1628300   3259552     10240     24900    863524
07:37:28 AM 306729452 388454804   3155636      0.80    858408  80870148 100907956     25.02  54707724  28476768      3036   1622412   3260140     10240     24784    863508
07:37:33 AM 306731780 388458556   3151644      0.80    858408  80871508 101313172     25.12  54707908  28473744      3912   1618132   3260444     10240     24764    863492
07:37:38 AM 306717784 388445748   3164968      0.80    858408  80872656 101213708     25.10  54707944  28482932      5156   1626104   3259968     10240     24840    863492
07:37:43 AM 306760232 388490244   3120740      0.79    858408  80874696  97615392     24.21  54708012  28445912      1316   1587304   3259708     10144     23560    863492
07:37:48 AM 306746280 388476540   3134280      0.79    858408  80874920 101204584     25.10  54708116  28472968      2376   1613872   3259896     10192     23768    863556
07:37:53 AM 306793440 388525700   3084600      0.78    858408  80876928  97719312     24.23  54708268  28450160      3312   1589364   3260408     10208     24432    863508
07:37:58 AM 306761792 388494608   3115756      0.79    858408  80877492 101216100     25.10  54708380  28486528      4632   1625468   3260336     10208     24748    863460
07:38:03 AM 306749156 388483108   3127276      0.79    858408  80878596 101108012     25.07  54708468  28483936      1036   1621760   3260348     10208     25244    863476
