Linux 5.15.0-91-generic (gl5) 	02/01/2024 	_x86_64_	(32 CPU)

12:11:04 AM kbmemfree   kbavail kbmemused  %memused kbbuffers  kbcached  kbcommit   %commit  kbactive   kbinact   kbdirty  kbanonpg    kbslab  kbkstack   kbpgtbl  kbvmused
03:16:14 AM 282825384 388880808   2760276      0.70   1571592 103785704 154271616     38.26  45134028  61712724      8500   1518208   3915592     10624     29436    279912
03:16:19 AM 282827176 388883288   2758544      0.70   1571592 103786352 149309540     37.03  45134212  61695304      7368   1500376   3914884     10592     28504    279928
03:16:24 AM 282817704 388874704   2767196      0.70   1571592 103787176 151524264     37.58  45134284  61715640      1096   1519648   3914880     10560     28780    279880
03:16:29 AM 282866960 388925960   2716292      0.69   1571592 103789140 139651448     34.63  45134336  61639632      1028   1441332   3914564     10560     27348    279880
03:16:34 AM 282921036 388981436   2660828      0.67   1571592 103790460 136532292     33.86  45134412  61609424      2164   1410396   3914632     10560     26944    279864
03:16:39 AM 282888680 388949684   2692576      0.68   1571592 103791116 140846896     34.93  45134596  61643644      3480   1444176   3914584     10512     27108    279816
03:16:44 AM 282900900 388963744   2678948      0.68   1571592 103793100 134561460     33.37  45134736  61599448      4996   1398160   3914008     10512     26012    279832
03:16:49 AM 282933116 388997588   2644824      0.67   1571592 103794700 134063932     33.25  45134832  61615856      6160   1413212   3914316     10496     26196    279864
03:16:54 AM 283007640 389072972   2570076      0.65   1571592 103795536 122764076     30.44  45134940  61535036      1672   1331368   3913704     10432     24316    279768
03:16:59 AM 283000308 389066080   2576704      0.65   1571592 103795980 122564664     30.39  45134944  61539924      2920   1335964   3913964     10432     24344    279832
03:17:04 AM 283082376 389150344   2493060      0.63   1571592 103798208 109683412     27.20  45134996  61449096      1792   1242832   3913312     10400     22488    279784
03:17:09 AM 283161216 389230464   2413752      0.61   1571592 103799520 101212964     25.10  45135184  61400688      3728   1193464   3912468     10336     21016    279752
03:17:14 AM 283150480 389220604   2423908      0.61   1571592 103800400  98753984     24.49  45135292  61398668      4368   1190548   3912168     10352     20772    279744
03:17:19 AM 283169380 389240520   2404304      0.61   1571592 103801432  92802860     23.01  45135344  61362308      2488   1153280   3911840     10288     19760    279704
03:17:24 AM 283209584 389281412   2363656      0.60   1571592 103802104  86948412     21.56  45135380  61326172      2184   1116396   3911612     10256     18816    279672
03:17:29 AM 283238324 389311452   2333924      0.59   1571592 103803372  80893512     20.06  45135488  61291408      3940   1080416   3911336     10224     17956    279720
03:17:34 AM 283381188 389454208   2191784      0.56   1571592 103803248  57289172     14.21  45135484  61142264      2536    931288   3910736     10096     14104    279624
03:17:39 AM 283389112 389463312   2183228      0.55   1571592 103804440  57489220     14.26  45135592  61138660      3672    926856   3910176     10096     14084    279528
03:17:44 AM 283409288 389483808   2162764      0.55   1571592 103804728  51435376     12.76  45135600  61105012       384    892732   3910176     10064     13148    279528
03:17:49 AM 283454196 389529288   2117784      0.54   1571592 103805292  39836912      9.88  45135640  61032312      1408    819456   3909684     10000     11356    279480
03:17:54 AM 283452756 389528156   2118988      0.54   1571592 103805576  39731816      9.85  45135660  61029504       304    816424   3909636     10000     11316    279464
03:17:59 AM 283480640 389557100   2089180      0.53   1571592 103806520  33780948      8.38  45135736  60994320      1908    780272   3910616      9968     10400    279448
03:18:04 AM 283480792 389557416   2088928      0.53   1571592 103806672  33881460      8.40  45135744  60995388       288    781188   3910564      9968     10396    279432
03:18:09 AM 283479168 389556380   2089964      0.53   1571592 103807260  33882472      8.40  45135788  60996716       820    782016   3910564      9936     10348    279384
03:18:14 AM 283531724 389609936   2036904      0.52   1571592 103808184  27727100      6.88  45135808  60962132       728    746432   3910144      9920      9528    279368
03:18:19 AM 283536944 389615072   2032604      0.51   1571592 103808104  27936000      6.93  45135864  60964732       316    749388   3909304      9952      9628    279344
03:18:24 AM 283549736 389628448   2019112      0.51   1571592 103808668  27726896      6.88  45135868  60962544       644    746468   3909440      9936      9524    279448
03:18:29 AM 283615080 389693852   1954004      0.49   1571592 103808728  16127808      4.00  45135864  60888828        44    672684   3909144      9888      8004    279384
03:18:34 AM 283673604 389753072   1895004      0.48   1571592 103809416   6373544      1.58  45135568  60822560      1392    605432   3908932      9824      6160    279208
03:18:39 AM 283659348 389739644   1908004      0.48   1571592 103810216   4221976      1.05  45135568  60815760       584    597856   3909388      9792      5784    279176
03:18:44 AM 283662712 389743536   1904484      0.48   1571592 103810596   4223404      1.05  45135568  60817476      1320    599208   3909164      9792      5776    279256
03:18:49 AM 283658700 389738920   1908912      0.48   1571592 103809868   4224700      1.05  45135572  60818056       512    600548   3909476      9792      5792    279288
03:18:54 AM 283646240 389727436   1920820      0.49   1571592 103810468   4226128      1.05  45135568  60820172      1320    601944   3909428      9824      5792    279304
03:18:59 AM 283649580 389730768   1917632      0.49   1571592 103810528   4227168      1.05  45135572  60821336       312    603220   3909216      9824      5828    279256
03:19:04 AM 283699584 389781196   1866732      0.47   1571592 103810868   4228464      1.05  45135576  60822996      1268    604424   3909772      9808      5792    279288
03:19:09 AM 283705852 389787360   1860484      0.47   1571592 103810680   4229372      1.05  45135576  60823756       304    605500   3909940      9808      5792    279272
03:19:14 AM 283695332 389777012   1870968      0.47   1571592 103810704   4230800      1.05  45135576  60825248      1240    606828   3909952      9808      5800    279256
03:19:19 AM 283676228 389757908   1889952      0.48   1571592 103810704   4232228      1.05  45135576  60826508       296    608172   3910072      9776      5804    279240
03:19:24 AM 283693524 389775472   1872348      0.47   1571592 103810856   4237428      1.05  45135584  60830236      1184    611716   3910228      9808      5920    279280
03:19:29 AM 283672580 389754584   1893376      0.48   1571592 103810860   4238264      1.05  45135588  60831060       352    612552   3910140      9808      5928    279312
03:19:34 AM 283585332 389685804   1961832      0.50   1571592 103829276   4320780      1.07  45136588  60933132      1272    697088   3910516      9776      5996    279288
03:19:39 AM 283589248 389689720   1957980      0.50   1571592 103829280   4320780      1.07  45221456  60848216       304    697088   3910448      9776      5988    279240
03:19:44 AM 283615092 389715716   1931972      0.49   1571592 103829432   4320780      1.07  45334148  60735732      1220    697096   3910460      9776      5988    279256
03:19:49 AM 283630640 389731264   1916184      0.49   1571592 103829440   4320780      1.07  45446748  60623072       216    697096   3910692      9776      5992    279208
03:19:54 AM 283617496 389718120   1929556      0.49   1571592 103829440   4341104      1.08  45560432  60509272       328    696964   3910464      9760      5952    279192
03:19:59 AM 283600888 389701564   1945932      0.49   1571592 103829468   4320780      1.07  45688796  60381088       176    697092   3910668      9776      5996    279256
03:20:04 AM 283607680 389708476   1939216      0.49   1571592 103829596   4320780      1.07  45810264  60259704        12    697088   3910464      9776      5992    279224
03:20:09 AM 283601732 389702560   1945152      0.49   1571592 103829628   4320780      1.07  45923492  60146688        12    697252   3910444      9776      5988    279176
03:20:14 AM 283601072 389701904   1945888      0.49   1571592 103829632   4320780      1.07  46036992  60033188       416    697252   3910364      9776      5984    279192
03:20:19 AM 283599264 389700132   1947728      0.49   1571592 103829780   4320780      1.07  46130248  59940052      1424    697244   3910184      9760      5992    279192
03:20:24 AM 283597788 389698640   1949520      0.49   1571592 103829788   4320780      1.07  46242208  59828080       264    697248   3909860      9744      5996    279208
03:20:29 AM 283599016 389699896   1948116      0.49   1571592 103829808   4320780      1.07  46354148  59716184      1452    697252   3910016      9744      5988    279144
03:20:34 AM 283612692 389713572   1934216      0.49   1571592 103829816   4320780      1.07  46463868  59606516       220    697260   3910232      9744      5984    279144
03:20:39 AM 283615816 389716844   1931492      0.49   1571592 103829960   4320780      1.07  46559244  59511236      1364    697248   3909688      9728      5992    279144
03:20:44 AM 283403996 389505224   2134572      0.54   1571592 103830148  74087148     18.37  46574280  59774456       212    975376   3918240     10240     24344    279608
03:20:49 AM 283397140 389498864   2140440      0.54   1571592 103830576  74087148     18.37  46574496  59776036      1200    976708   3918800     10240     24364    279656
03:20:54 AM 283394180 389496244   2143144      0.54   1571592 103830852  74087148     18.37  46574756  59778956       192    979628   3918780     10240     24356    279656
03:20:59 AM 283369532 389471860   2166628      0.55   1571592 103831052  74087148     18.37  46574964  59781100       524    981724   3919744     10256     24360    279656
03:21:04 AM 283365952 389468540   2169944      0.55   1571592 103831220  74087148     18.37  46575144  59784604       180    985256   3919840     10256     24360    279672
03:21:09 AM 283355460 389458356   2180212      0.55   1571592 103831528  74087148     18.37  46575296  59787908       516    988516   3919756     10272     24352    279656
03:21:14 AM 283336124 389439492   2199032      0.56   1571592 103831780  74087148     18.37  46575556  59789676       176    990236   3920020     10256     24352    279624
03:21:19 AM 283321992 389425840   2212828      0.56   1571592 103832160  74087148     18.37  46575812  59791356       456    991708   3919976     10272     24356    279720
