Linux 5.15.0-91-generic (gl5) 	02/01/2024 	_x86_64_	(32 CPU)

12:11:04 AM kbmemfree   kbavail kbmemused  %memused kbbuffers  kbcached  kbcommit   %commit  kbactive   kbinact   kbdirty  kbanonpg    kbslab  kbkstack   kbpgtbl  kbvmused
02:59:34 AM 282945476 388660180   2981016      0.75   1571576 103451648 193479284     47.98  45107388  61653748      6932   1766652   3908832     10800     35384    280120
02:59:39 AM 282931372 388647132   2994456      0.76   1571576 103452876 193892836     48.08  45107452  61660808      8056   1772712   3908268     10864     35428    280120
02:59:44 AM 282903500 388620092   3021420      0.77   1571576 103453692 193587948     48.01  45107484  61667384       796   1778236   3908360     10768     35516    280136
02:59:49 AM 282884864 388603432   3037668      0.77   1571576 103455576 190361444     47.21  45107652  61637364      2808   1747252   3908864     10768     34884    280136
02:59:54 AM 282955696 388677628   2963984      0.75   1571576 103458696 183483648     45.50  45107772  61587692      3672   1693884   3908596     10736     34120    279960
02:59:59 AM 282905548 388627864   3013600      0.76   1571576 103459104 193895376     48.08  45107912  61669428      5852   1775128   3908720     10752     35488    279944
03:00:04 AM 282986216 388711740   2930008      0.74   1571576 103462124 183368132     45.47  45108052  61578108      2832   1681268   3908624     10752     34444    279960
03:00:09 AM 282892884 388619304   3022976      0.77   1571576 103463016 193415904     47.96  45108256  61671052      4136   1773024   3908096     10752     35500    280008
03:00:14 AM 282880580 388608388   3034132      0.77   1571576 103464500 189583584     47.01  45108336  61645352      5564   1746876   3907760     10752     34948    280024
03:00:19 AM 282847536 388576492   3066016      0.78   1571576 103465600 193898440     48.08  45108428  61678752      6444   1778716   3907820     10784     35632    280016
03:00:24 AM 282964052 388695700   2947028      0.75   1571576 103468276 179841740     44.60  45108528  61565736      7900   1663192   3907616     10720     34300    279928
03:00:29 AM 282886596 388619160   3023648      0.77   1571576 103469144 193279584     47.93  45108796  61674372      8896   1771528   3907584     10752     35444    279960
03:00:34 AM 282923892 388658400   2984068      0.76   1571580 103470976 190977172     47.36  45108900  61674772     10228   1769924   3908032     10768     35132    279896
03:00:39 AM 282905096 388640952   3001492      0.76   1571580 103472296 190765852     47.31  45109036  61671732      8212   1765160   3908084     10784     35260    279944
03:00:44 AM 282953872 388692456   2949448      0.75   1571580 103475008 186467160     46.24  45108848  61622468      9164   1713072   3908640     10784     34440    280056
03:00:49 AM 282919708 388658312   2983920      0.76   1571580 103474964 192757716     47.80  45108948  61674372      8684   1765584   3908376     10784     35412    280072
03:00:54 AM 282900816 388642476   2999312      0.76   1571580 103477956 193901760     48.09  45109168  61690176      9756   1778504   3908884     10784     35452    280024
03:00:59 AM 282906100 388649388   2992044      0.76   1571580 103479560 193083696     47.88  45109268  61693960      8892   1780852   3909264     10784     35508    280072
03:01:04 AM 282936204 388680552   2961176      0.75   1571580 103480748 193693220     48.03  45109396  61693068      9300   1778988   3908840     10736     35336    280104
03:01:09 AM 283061856 388809860   2832084      0.72   1571580 103484388 173429824     43.01  45109532  61526856      7628   1609660   3908640     10752     33108    280072
03:01:14 AM 282878968 388626848   3015740      0.76   1571580 103484280 190399580     47.22  45109748  61684444      8444   1767388   3907980     10768     34972    280024
03:01:19 AM 282874192 388624000   3018380      0.76   1571580 103486004 193685032     48.03  45109820  61689132      9536   1770232   3908392     10768     35388    280088
03:01:24 AM 282902728 388653812   2988640      0.76   1571580 103487336 189683516     47.04  45109896  61662876      7612   1742780   3908264     10800     35388    280128
03:01:29 AM 282850428 388603696   3039168      0.77   1571580 103489388 193892032     48.08  45110092  61690184      9836   1768600   3907984     10736     35372    280072
03:01:34 AM 282887948 388643484   2999616      0.76   1571580 103491664 186461900     46.24  45110204  61662696      8712   1738500   3907740     10752     34848    280056
03:01:39 AM 282879968 388637828   3004988      0.76   1571580 103494020 189691256     47.04  45110396  61674824     10436   1748300   3907992     10768     35000    279976
03:01:44 AM 282857952 388617388   3025460      0.77   1571580 103495596 189788220     47.06  45110528  61669604      9320   1741700   3907960     10800     35020    280008
03:01:49 AM 282843500 388603496   3039356      0.77   1571580 103496292 192036940     47.62  45110636  61664924      9596   1736548   3907820     10784     34904    280136
03:01:54 AM 282880356 388642764   3000120      0.76   1571580 103498656 189688124     47.04  45110784  61677876     10420   1747144   3907836     10800     35088    280168
03:01:59 AM 282842816 388605760   3037004      0.77   1571580 103499048 193174368     47.90  45110936  61702668      9072   1772136   3908100     10848     35428    280232
03:02:04 AM 282887244 388652368   2990420      0.76   1571580 103501252 187863240     46.59  45111080  61705348      8808   1771972   3908052     10800     34968    280136
03:02:09 AM 282866408 388633984   3008516      0.76   1571580 103503696 193310352     47.94  45111292  61708792      9424   1773588   3908348     10816     35472    280008
03:02:14 AM 282872660 388641752   3000640      0.76   1571580 103505096 193894360     48.08  45111448  61712300      8552   1775720   3908572     10832     35416    280040
03:02:19 AM 282861320 388631824   3010648      0.76   1571580 103506512 190775020     47.31  45111564  61709864      8928   1772148   3908488     10880     35380    280056
03:02:24 AM 282841860 388614852   3027172      0.77   1571580 103508912 193180180     47.91  45111724  61711800      9620   1772204   3909024     10816     35424    280120
03:02:29 AM 282812532 388586776   3055172      0.77   1571580 103510136 193177368     47.91  45111828  61708920      9408   1767264   3909128     10848     35504    280208
03:02:34 AM 282832648 388609160   3032736      0.77   1571580 103512220 193893372     48.08  45111976  61713940      9592   1770380   3909364     10816     35428    280056
03:02:39 AM 282818716 388597676   3044176      0.77   1571580 103514608 190096440     47.14  45112072  61691856      9860   1746344   3909468     10800     35084    280040
03:02:44 AM 282803484 388583412   3057916      0.77   1571580 103515460 187752288     46.56  45112224  61714296      8648   1768348   3910108     10832     34948    280104
03:02:49 AM 282831084 388612544   3029056      0.77   1571580 103516912 187925236     46.60  45112372  61697984      8400   1750624   3909916     10816     34984    280024
03:02:54 AM 282836252 388620444   3021608      0.77   1571580 103519612 189573432     47.01  45112548  61678340      8284   1728472   3909496     10816     34664    280008
03:02:59 AM 282812808 388598964   3043100      0.77   1571580 103521580 189889716     47.09  45112612  61697912      9368   1746188   3909480     10800     34984    280024
03:03:04 AM 282854608 388642612   2999736      0.76   1571580 103523480 185880264     46.10  45112772  61660624      9224   1707692   3909144     10784     34936    280040
03:03:09 AM 282860980 388650244   2992260      0.76   1571580 103524680 189375548     46.96  45112964  61690936      9428   1735908   3909048     10768     34852    280072
03:03:14 AM 282814004 388603736   3038856      0.77   1571580 103525124 193376696     47.95  45113020  61728872      9736   1773856   3908984     11056     35408    280216
03:03:19 AM 282842604 388636232   3006020      0.76   1571580 103529000 189985736     47.11  45113236  61695688      9728   1737112   3909344     10816     35260    280104
03:03:24 AM 282805604 388600100   3042248      0.77   1571580 103529792 190664540     47.28  45113460  61720268      8924   1761144   3909324     10816     35296    280088
03:03:29 AM 282857484 388654380   2987968      0.76   1571580 103532096 186873628     46.34  45113536  61699484      9876   1738184   3909420     10816     34548    280088
03:03:34 AM 282845676 388644208   2998328      0.76   1571580 103533732 190106356     47.14  45113664  61713772      9556   1751000   3909232     10848     35192    280128
03:03:39 AM 282784596 388583164   3059004      0.77   1571580 103533712 190868784     47.33  45113740  61730696      9356   1767884   3909656     10816     35336    280136
03:03:44 AM 282852784 388653596   2988708      0.76   1571580 103535936 189886280     47.09  45113844  61700904      8672   1736096   3909540     10832     35496    280104
03:03:49 AM 282782812 388584864   3056900      0.77   1571580 103537116 193581816     48.01  45114012  61735816      9532   1769396   3910140     10816     35436    280120
03:03:54 AM 282801940 388606672   3035408      0.77   1571580 103539852 194096996     48.13  45114160  61740460      8892   1771960   3909768     10816     35392    280120
03:03:59 AM 282772860 388578760   3063320      0.78   1571580 103541008 193583872     48.01  45114320  61739304      9240   1769956   3909780     10816     35444    280120
03:04:04 AM 282801208 388609116   3032912      0.77   1571580 103542980 193897780     48.08  45114392  61755172      8828   1783768   3909868     10800     35564    280072
03:04:09 AM 282787992 388596848   3045300      0.77   1571580 103543864 188157668     46.66  45114536  61736708      8784   1764760   3909812     10816     35280    280008
03:04:14 AM 282822700 388635260   3006884      0.76   1571580 103547548 186873792     46.34  45114636  61721132      9260   1745440   3909836     10800     34932    280040
03:04:19 AM 282797760 388609888   3031792      0.77   1571580 103547072 187438460     46.48  45114812  61717344      8204   1742752   3910344     10832     34908    280056
03:04:24 AM 282801612 388616548   3025020      0.77   1571580 103549900 187445608     46.48  45114976  61724308      8260   1746632   3910436     10816     34716    280040
03:04:29 AM 282798036 388614476   3025456      0.77   1571580 103551340 187959036     46.61  45115152  61728952      9340   1749976   3912136     10896     34864    280136
03:04:34 AM 282813840 388631840   3009040      0.76   1571580 103552912 190975896     47.36  45115252  61736188      9428   1755708   3911176     10800     34824    280088
03:04:39 AM 282806916 388626504   3014556      0.76   1571580 103554476 187757632     46.56  45115332  61725560      8740   1743720   3911020     10832     35188    280096
03:04:44 AM 282764868 388585816   3055352      0.77   1571580 103555708 193487976     47.98  45115492  61758584     10528   1775492   3911040     10800     35408    280040
03:04:49 AM 282803104 388626672   3014592      0.76   1571580 103558360 186731396     46.31  45115600  61725372      9480   1739312   3910912     10800     34552    280056
03:04:54 AM 282808956 388635600   3005452      0.76   1571580 103561488 190575244     47.26  45115792  61755808     11328   1767212   3911072     10800     35044    280104
03:04:59 AM 282789844 388617356   3023516      0.77   1571580 103562312 193586792     48.01  45116020  61764312      9632   1774720   3911296     10848     35612    280120
03:05:04 AM 282773512 388602580   3038420      0.77   1571580 103563888 193687272     48.03  45116096  61766816     10840   1776384   3911148     10816     35520    280072
03:05:09 AM 282792116 388622144   3018788      0.76   1571580 103564828 190461588     47.23  45116216  61745244      8848   1753876   3911236     10816     35228    280056
03:05:14 AM 282821140 388652948   2988128      0.76   1571580 103566616 190366460     47.21  45116328  61751720      9896   1758664   3911084     10816     35180    280072
03:05:19 AM 282873940 388707312   2933744      0.74   1571580 103568172 181239904     44.95  45116448  61692964      8956   1698344   3911112     10784     33776    280072
03:05:24 AM 282825252 388662672   2978324      0.75   1571580 103572220 185992380     46.12  45116596  61714656      8636   1715936   3911172     10816     35024    280104
03:05:29 AM 282785316 388622172   3019140      0.76   1571580 103571560 193378508     47.96  45116788  61763924      8100   1766312   3910952     10832     35404    280088
03:05:34 AM 282817120 388658716   2982252      0.76   1571580 103576316 186192076     46.17  45116868  61719200      9540   1716756   3911280     10944     34812    280072
03:05:39 AM 282792460 388633264   3008176      0.76   1571580 103575692 191079876     47.39  45117128  61754948      8512   1753528   3910640     10800     35276    280088
03:05:44 AM 282785512 388627256   3014216      0.76   1571580 103576632 193281004     47.93  45117164  61779628      9172   1776824   3910608     10848     35612    280096
03:05:49 AM 282818800 388662660   2978216      0.75   1571580 103578700 189889592     47.09  45117300  61744252      9560   1739988   3911252     10816     35564    280152
03:05:54 AM 282811220 388655968   2984768      0.76   1571580 103579588 190560708     47.26  45117408  61753504      8668   1748508   3911392     10816     35072    280136
03:05:59 AM 282802704 388649592   2990768      0.76   1571580 103581680 187653632     46.54  45117516  61765340      9524   1759008   3911816     10816     35084    280104
03:06:04 AM 282781340 388630036   3010252      0.76   1571580 103583472 193593040     48.01  45117716  61783596      9476   1775420   3911904     10816     35548    280136
03:06:09 AM 282789280 388639720   3001216      0.76   1571580 103585152 187959788     46.61  45117836  61767792      9076   1757640   3911320     10800     34524    280168
03:06:14 AM 282779204 388631676   3009500      0.76   1571580 103587208 190981432     47.36  45117960  61772092      9432   1759980   3911056     10832     35168    280152
03:06:19 AM 282774804 388629624   3011748      0.76   1571580 103589552 189788312     47.07  45118124  61760872     11404   1746652   3910864     10816     35096    280104
03:06:24 AM 282778464 388633772   3007760      0.76   1571580 103590036 191189256     47.41  45118304  61792732      8732   1778248   3910708     10816     35348    280024
03:06:29 AM 282799120 388656196   2985160      0.76   1571580 103591748 186769992     46.32  45118364  61743152      9668   1725972   3910940     10768     34396    280072
03:06:34 AM 282765044 388623820   3017588      0.76   1571580 103593464 194298768     48.18  45118532  61790948      9840   1773160   3910872     10784     35516    279992
03:06:39 AM 282717060 388577828   3063644      0.78   1571580 103595456 193463892     47.98  45118616  61801388     10636   1781740   3910808     10848     35492    279928
03:06:44 AM 282705588 388567880   3072988      0.78   1571580 103596968 193900512     48.08  45118828  61800644      9788   1779780   3911424     10832     35620    279952
03:06:49 AM 282797572 388663564   2977248      0.75   1571580 103600648 182384112     45.23  45118892  61704920      9340   1680892   3911500     10784     33924    279960
03:06:54 AM 282748504 388615104   3025712      0.77   1571580 103601124 187167696     46.42  45119148  61762892      9592   1738136   3911628     10800     34772    280104
03:06:59 AM 282735020 388603188   3037864      0.77   1571580 103602704 189585144     47.01  45119280  61771324      9804   1745188   3911380     10800     35032    280120
03:07:04 AM 282736896 388606436   3035084      0.77   1571580 103603944 190565012     47.26  45119380  61777248      9756   1749916   3911044     10768     34860    280104
03:07:09 AM 282744912 388616356   3025024      0.77   1571580 103605660 190162964     47.16  45119508  61785352     10324   1756584   3911372     10768     34904    280056
03:07:14 AM 282716184 388589384   3051656      0.77   1571580 103607008 193790236     48.06  45119676  61803856      9764   1773808   3912120     10768     35440    280008
03:07:19 AM 282803788 388677612   2963168      0.75   1571580 103607600 184937012     45.86  45119696  61762672       508   1732028   3912412     10784     34556    279976
03:07:24 AM 282833888 388710036   2931044      0.74   1571580 103609776 181998924     45.13  45119912  61744668      2632   1711988   3912260     10720     33376    280008
03:07:29 AM 282832864 388711744   2929144      0.74   1571580 103612504 187940788     46.61  45120096  61774284      5060   1739152   3912456     10736     34588    280040
03:07:34 AM 282818476 388698644   2941864      0.75   1571580 103613764 187665628     46.54  45120208  61768708      5996   1732316   3912864     10768     34292    279960
03:07:39 AM 282799608 388681732   2958828      0.75   1571580 103615692 187743328     46.56  45120312  61782004      8168   1743908   3912840     10752     34616    279960
03:07:44 AM 282800884 388684572   2955712      0.75   1571580 103617108 187535432     46.51  45120428  61779612      9936   1740108   3913264     10800     34700    279952
03:07:49 AM 282771224 388656244   2984152      0.76   1571580 103618396 187605592     46.52  45120508  61788376     10096   1747584   3913196     10720     34576    280008
03:07:54 AM 282749604 388635868   3005176      0.76   1571580 103619500 187424880     46.48  45120676  61778024      8832   1735952   3912688     10752     34420    279928
03:07:59 AM 282771024 388660020   2981012      0.75   1571580 103622072 185229300     45.93  45120936  61777532      8244   1733288   3912860     10752     34468    279944
03:08:04 AM 282782204 388672904   2968184      0.75   1571580 103623732 185330768     45.96  45121052  61772628      8408   1727260   3912848     10704     34264    279944
03:08:09 AM 282774128 388666128   2975080      0.75   1571580 103624932 187432916     46.48  45121096  61787548      9092   1740916   3912828     10704     34484    280024
03:08:14 AM 282776364 388669812   2971568      0.75   1571580 103626328 187840680     46.58  45121188  61790268      1152   1742380   3912708     10720     34492    279992
03:08:19 AM 282771512 388666828   2974632      0.75   1571580 103628124 188144508     46.66  45121388  61783624      2876   1733756   3912700     10768     34464    280088
03:08:24 AM 282776384 388673632   2967836      0.75   1571580 103630080 187843260     46.58  45121480  61798852      4548   1747444   3912668     10752     34572    280008
03:08:29 AM 282744852 388643568   2997924      0.76   1571580 103631540 187326276     46.45  45121576  61793888      5876   1741156   3912652     10752     34600    279992
03:08:34 AM 282760340 388660596   2981108      0.75   1571580 103632952 187228972     46.43  45121768  61792792      6668   1738916   3912568     10752     34512    279976
03:08:39 AM 282756524 388658276   2983192      0.76   1571580 103634392 187731740     46.56  45121900  61788072      7696   1732812   3912860     10768     34472    280024
03:08:44 AM 282805920 388709644   2931160      0.74   1571580 103636316 185233628     45.94  45122040  61776388      8468   1718828   3913572     10800     34324    279968
03:08:49 AM 282834384 388740576   2898948      0.73   1571580 103638832 176907224     43.87  45122164  61709232      7400   1650148   3914804     10752     33232    280072
03:08:54 AM 282776088 388683944   2956064      0.75   1571580 103640448 184926820     45.86  45122372  61785368      9016   1724560   3914368     10784     34296    280072
03:08:59 AM 282756032 388665112   2974976      0.75   1571580 103641636 187734088     46.56  45122492  61798456     10220   1736512   3914324     10784     34516    280168
03:09:04 AM 282765604 388675748   2964716      0.75   1571580 103642712 187012308     46.38  45122552  61795064      9064   1732192   3913936     10784     34308    280168
03:09:09 AM 282764832 388677748   2962100      0.75   1571580 103645536 181014076     44.89  45122716  61763056      9500   1697352   3914500     10784     33768    280120
03:09:14 AM 282744464 388659484   2980808      0.75   1571580 103647596 187423272     46.48  45122888  61800164      8932   1731676   3914100     10768     34336    280024
03:09:19 AM 282744300 388660316   2980016      0.75   1571580 103648580 187225036     46.43  45123016  61806652      9476   1738056   3914072     10928     34384    280136
03:09:24 AM 282737456 388655036   2985532      0.76   1571580 103650144 187835652     46.58  45123200  61806972      8816   1736756   3913836     10784     34504    280120
03:09:29 AM 282742156 388661616   2979000      0.75   1571580 103652028 184042912     45.64  45123272  61780704      8996   1709044   3913784     10752     33972    280104
03:09:34 AM 282757444 388677704   2962660      0.75   1571580 103652940 181462768     45.00  45123364  61795276      9088   1722932   3913924     10768     33844    280120
03:09:39 AM 282745468 388668048   2972452      0.75   1571580 103655212 184820016     45.83  45123532  61790900      9724   1716540   3913836     10736     33984    280120
03:09:44 AM 282820128 388743996   2896424      0.73   1571580 103656456 176911400     43.87  45123660  61748024      8324   1672448   3913960     10768     33456    280064
03:09:49 AM 282742672 388669068   2971672      0.75   1571580 103658948 187296928     46.45  45123940  61813244      8884   1735460   3913676     10832     34644    280096
03:09:54 AM 282700008 388627272   3013324      0.76   1571580 103659816 187632684     46.53  45123976  61817816      9376   1738772   3913820     10784     34504    280216
03:09:59 AM 282776060 388705496   2934644      0.74   1571580 103661948 181112196     44.91  45124060  61762060      1260   1681104   3914316     10768     33452    280136
03:10:04 AM 282813804 388744660   2895628      0.73   1571580 103663196 181117120     44.91  45124224  61758912      3112   1677296   3914340     10784     33388    280024
03:10:09 AM 282774856 388707812   2932712      0.74   1571580 103665264 183832316     45.59  45124340  61786928      4532   1703316   3914136     10816     33968    280104
03:10:14 AM 282815040 388749768   2890480      0.73   1571580 103666848 180917908     44.87  45124408  61770368      6240   1684620   3914600     10800     33372    280056
03:10:19 AM 282800456 388738052   2902208      0.73   1571580 103669576 183732028     45.56  45124672  61789312      7732   1701616   3914728     10800     34008    280040
03:10:24 AM 282757168 388696736   2943292      0.75   1571580 103671428 183625552     45.54  45124812  61790612      9856   1700752   3915080     10800     33940    280040
03:10:29 AM 282732752 388672860   2967156      0.75   1571580 103671980 187637776     46.53  45124916  61830932      9872   1741060   3915080     10864     34588    280040
03:10:34 AM 282709024 388650348   2988984      0.76   1571580 103673072 187526772     46.50  45125036  61822896      2092   1732516   3915888     10832     34380    280168
03:10:39 AM 282721616 388664968   2974764      0.75   1571580 103675080 184036124     45.64  45125156  61798760      3328   1706048   3915508     10800     34560    280168
03:10:44 AM 282729052 388675800   2964076      0.75   1571580 103678468 184248148     45.69  45125284  61812676      5352   1716664   3915372     10768     34092    280072
03:10:49 AM 282700356 388646716   2992852      0.76   1571580 103678072 187534968     46.51  45125456  61831692      7080   1736244   3915688     10864     34452    280224
03:10:54 AM 282727900 388675668   2964300      0.75   1571580 103679480 182216476     45.19  45125584  61833628      7180   1736928   3915288     10816     34316    280088
03:10:59 AM 282736504 388686872   2952544      0.75   1571580 103682052 187936196     46.61  45125752  61834680      9704   1735600   3915868     10784     34540    280088
03:11:04 AM 282715904 388667048   2972448      0.75   1571580 103682796 185225972     45.93  45125844  61833116      8820   1733388   3915820     10864     34448    280136
03:11:09 AM 282703032 388656240   2983264      0.76   1571580 103684876 187530400     46.51  45126008  61838968      9772   1737212   3915796     10800     34540    280152
03:11:14 AM 282762388 388717448   2922176      0.74   1571580 103686708 181124528     44.92  45126044  61789324      8016   1686344   3915696     10784     33460    280184
03:11:19 AM 282779632 388736188   2903428      0.74   1571580 103688216 184138940     45.66  45126164  61809268      9720   1704404   3915692     10800     34096    280088
03:11:24 AM 282771940 388731112   2909184      0.74   1571580 103690796 180710280     44.81  45126332  61810836      8768   1703548   3915048     10800     33732    280120
03:11:29 AM 282707428 388668108   2972196      0.75   1571580 103692400 184309600     45.71  45126524  61828692      9808   1720008   3914944     10816     34240    280216
03:11:34 AM 282726144 388687412   2953032      0.75   1571580 103692976 187221572     46.43  45126664  61844732      8276   1735648   3914816     10816     34544    280152
03:11:39 AM 282764928 388727932   2912456      0.74   1571580 103694692 181905768     45.11  45126756  61814004      9152   1703200   3914892     10800     33768    280152
03:11:44 AM 282723872 388688324   2952004      0.75   1571580 103696120 188044888     46.63  45126908  61851600      9232   1739984   3914972     10800     34532    280168
03:11:49 AM 282712500 388679008   2960836      0.75   1571580 103698148 183733732     45.56  45126972  61821048      9596   1705992   3915484     10848     34032    280152
03:11:54 AM 282764220 388733124   2907656      0.74   1571580 103700528 177733676     44.08  45127136  61775816      7664   1659556   3914564     10848     33392    280160
03:11:59 AM 282715124 388684904   2956108      0.75   1571580 103701328 183525376     45.51  45127296  61822248      8660   1705500   3914408     10800     34004    280152
03:12:04 AM 282693180 388665100   2975864      0.75   1571580 103703400 181999744     45.13  45127532  61845476      7764   1726772   3914524     10800     34248    280104
03:12:09 AM 282668880 388642760   2998032      0.76   1571580 103705356 187942704     46.61  45127588  61859792     10256   1739124   3914700     10800     34540    280152
03:12:14 AM 282679972 388655204   2985448      0.76   1571580 103706600 188144600     46.66  45127760  61857636      8868   1735936   3914948     10784     34536    280024
03:12:19 AM 282687364 388664248   2976204      0.75   1571580 103708264 180919172     44.87  45127768  61811196      1520   1688092   3915136     10944     34104    280120
03:12:24 AM 282677844 388656168   2984332      0.76   1571580 103709660 183830492     45.59  45127952  61828476      2420   1703516   3915132     10768     33912    280040
03:12:29 AM 282680676 388661092   2979268      0.75   1571580 103711752 183934040     45.61  45128120  61829548      3820   1702516   3915272     10752     33832    280024
03:12:34 AM 282652276 388634416   3005780      0.76   1571580 103713344 187325660     46.45  45128232  61866392      7240   1738564   3915568     10768     34568    280104
03:12:39 AM 282685808 388669968   2970360      0.75   1571580 103715372 184143588     45.67  45128380  61835296      7340   1705612   3915428     10752     34028    280072
03:12:44 AM 282700168 388685192   2955632      0.75   1571580 103716048 177691676     44.07  45128468  61818144      8516   1687800   3915120     10736     33600    280056
03:12:49 AM 282675112 388661376   2979624      0.75   1571580 103717256 185677648     46.05  45128620  61869144       336   1737356   3914976     10752     34340    280072
03:12:54 AM 282722716 388712324   2928304      0.74   1571580 103720440 180450004     44.75  45128732  61816128      3040   1681548   3915508     10752     33612    280112
03:12:59 AM 282697120 388688132   2951696      0.75   1571580 103721732 181228988     44.94  45128940  61841944      3964   1706348   3916420     10752     33984    280072
03:13:04 AM 282686576 388679144   2960448      0.75   1571580 103723420 184313168     45.71  45129060  61849672      6912   1712568   3916524     10736     34164    280168
03:13:09 AM 282658948 388652756   2986356      0.76   1571580 103724572 187741576     46.56  45129180  61882804      7032   1744712   3917092     10800     34696    280136
03:13:14 AM 282717236 388713976   2925216      0.74   1571580 103727452 179937508     44.62  45129280  61823080      3248   1682136   3917064     10736     33584    280040
03:13:19 AM 282740192 388737744   2902152      0.73   1571580 103728232 183730416     45.56  45129440  61845200      3396   1703548   3916392     10736     34076    280056
03:13:24 AM 282680052 388678748   2961064      0.75   1571580 103729280 187532840     46.51  45129544  61883184      5920   1740632   3916572     10784     34596    280136
03:13:29 AM 282734640 388736148   2903960      0.74   1571580 103732032 184140988     45.66  45129692  61850640      6752   1704988   3916336     10752     34120    280056
03:13:34 AM 282742592 388744804   2895336      0.73   1571580 103732764 184550088     45.77  45129876  61851072      8096   1705180   3916276     10864     33952    280072
03:13:39 AM 282721720 388725324   2914732      0.74   1571580 103734156 187845436     46.58  45129952  61895180      9016   1748644   3916360     10768     34608    280072
03:13:44 AM 282709080 388713900   2925700      0.74   1571580 103735376 185026360     45.88  45130040  61888240      8892   1740244   3916812     10736     34444    280024
03:13:49 AM 282716088 388723240   2915892      0.74   1571580 103737896 181127324     44.92  45130192  61857552      8528   1707088   3917092     10752     33964    280056
03:13:54 AM 282676796 388684772   2954852      0.75   1571580 103738692 184820692     45.83  45130328  61886392      9008   1735652   3916628     10752     34468    280104
03:13:59 AM 282709180 388719548   2919796      0.74   1571580 103741020 183822444     45.59  45130548  61848992      9172   1695176   3916972     10752     34060    280144
03:14:04 AM 282671080 388682852   2956336      0.75   1571580 103742540 184821120     45.83  45130684  61890720      9096   1736100   3917012     10736     34456    280152
03:14:09 AM 282692440 388705628   2933648      0.74   1571584 103743904 182002960     45.13  45130772  61854016      9596   1698184   3916972     10720     33920    280088
03:14:14 AM 282694192 388709044   2930320      0.74   1571584 103745540 184615108     45.78  45130856  61893528      1560   1736004   3916912     10752     34428    280104
03:14:19 AM 282698092 388713684   2926028      0.74   1571584 103746264 178677968     44.31  45130952  61867092      2884   1709052   3916580     10736     33784    280136
03:14:24 AM 282670460 388687908   2951932      0.75   1571584 103748112 184404932     45.73  45131040  61870516      1364   1710104   3916460     10720     33704    280152
03:14:29 AM 282644160 388663812   2976072      0.75   1571584 103750316 182003128     45.13  45131268  61893612      4484   1731748   3916416     10752     34264    280040
03:14:34 AM 282663256 388685604   2954476      0.75   1571584 103753048 181500040     45.01  45131436  61868404      5776   1704056   3916184     10736     33708    280088
03:14:39 AM 282677020 388700944   2938716      0.74   1571588 103754600 184442820     45.74  45131628  61865776      7804   1699904   3916624     10752     33944    280040
03:14:44 AM 282694092 388718636   2921092      0.74   1571588 103755212 184718056     45.81  45131688  61888296      7604   1721752   3916564     10768     34144    280056
03:14:49 AM 282716420 388742412   2897308      0.73   1571588 103756608 178879008     44.36  45131776  61867104      1912   1699528   3916624     10784     33524    280056
03:14:54 AM 282659712 388687612   2952080      0.75   1571588 103758516 187430876     46.48  45131908  61909084      2868   1739560   3916652     10800     34600    280040
03:14:59 AM 282662028 388692016   2948024      0.75   1571588 103760560 187499524     46.50  45132048  61917532      4904   1746104   3916348     10752     34660    279976
03:15:04 AM 282691596 388723912   2916156      0.74   1571588 103762804 174307992     43.23  45132188  61846448      5128   1672912   3916404     10784     33236    280016
03:15:09 AM 282671644 388706028   2934896      0.74   1571588 103764808 184348400     45.72  45132440  61879744      7676   1704512   3915612     10752     34456    279976
03:15:14 AM 282710080 388746992   2893624      0.73   1571588 103767384 180040700     44.65  45132508  61858068      1044   1679876   3915872     10752     33552    280072
03:15:19 AM 282620780 388658136   2982088      0.76   1571588 103767828 187940872     46.61  45132688  61919396      3240   1741408   3916264     10752     34644    279976
03:15:24 AM 282654864 388692848   2946664      0.75   1571588 103768584 187019748     46.38  45132784  61918764      3512   1740740   3916848     10784     34572    279960
03:15:29 AM 282635880 388676568   2962348      0.75   1571588 103771304 182194860     45.18  45132876  61893392      1336   1711808   3917428     10736     33900    279912
03:15:34 AM 282627152 388668992   2970548      0.75   1571588 103772348 181884812     45.11  45133056  61880052      2756   1697876   3916912     10720     33620    279896
03:15:39 AM 282636912 388681080   2959116      0.75   1571588 103774704 178348636     44.23  45133156  61862068      4340   1678032   3916228     10752     32712    279896
03:15:44 AM 282637724 388682544   2957928      0.75   1571588 103775328 179377008     44.48  45133336  61864456      6200   1679476   3915980     10688     32980    279896
03:15:49 AM 282676788 388723328   2917236      0.74   1571588 103777012 178973564     44.38  45133416  61873792       440   1687412   3915924     10784     33544    279928
03:15:54 AM 282696816 388745080   2895608      0.73   1571588 103778696 178295328     44.21  45133552  61865312      3168   1677128   3915840     10752     33096    280040
03:15:59 AM 282732480 388781164   2859600      0.72   1571588 103779084 175523400     43.53  45133628  61855228      3028   1666964   3915796     10704     32592    279912
03:16:04 AM 282762936 388814228   2826340      0.72   1571588 103781676 173008404     42.90  45133780  61845032      5840   1654240   3916008     10704     32588    280024
03:16:09 AM 282749140 388801080   2839652      0.72   1571592 103782300 169671032     42.08  45133908  61815664      5764   1624456   3915864     10704     31744    279936
